date,temp,dir,vel,hr,pres,temp_rothera,dir_rothera,vel_rothera,hr_rothera,pres_rothera
2005-01-01 00:00:00+00:00,1.1,350.0,16.0,97.0,999.6,1,1,1,1,1
2005-01-01 03:00:00+00:00,1.0,350.0,14.0,96.0,1000.4,1,1,1,1,1
2005-01-01 06:00:00+00:00,1.0,310.0,9.0,100.0,1002.1,1,1,1,1,1
2005-01-01 09:00:00+00:00,0.7,210.0,7.0,100.0,1003.7,1,1,1,1,1
2005-01-01 12:00:00+00:00,1.3,220.0,4.0,100.0,1005.4,1,1,1,1,1
2005-01-01 15:00:00+00:00,3.7,200.0,5.0,84.0,1007.7,1,1,1,1,1
2005-01-01 18:00:00+00:00,1.0,80.0,5.0,91.0,1008.7,1,1,1,1,1
2005-01-01 21:00:00+00:00,0.1,100.0,5.0,100.0,1008.7,1,1,1,1,1
2005-01-02 00:00:00+00:00,0.3,140.0,3.0,100.0,1007.9,1,1,1,1,1
2005-01-02 03:00:00+00:00,-0.3,20.0,2.0,100.0,1005.3,1,1,1,1,1
2005-01-02 06:00:00+00:00,0.3,20.0,5.0,100.0,1004.0,1,1,1,1,1
2005-01-02 09:00:00+00:00,2.0,340.0,7.0,88.0,1002.7,1,1,1,1,1
2005-01-02 12:00:00+00:00,3.5,340.0,6.0,78.0,1001.6,1,1,1,1,1
2005-01-02 15:00:00+00:00,4.5,330.0,6.0,69.0,1001.8,1,1,1,1,1
2005-01-02 18:00:00+00:00,2.8,360.0,19.0,81.0,1001.5,1,1,1,1,1
2005-01-02 21:00:00+00:00,2.2,340.0,16.0,90.0,1001.5,1,1,1,1,1
2005-01-03 00:00:00+00:00,2.1,350.0,16.0,93.0,1001.6,1,1,1,1,1
2005-01-03 03:00:00+00:00,2.2,340.0,19.0,92.0,1001.8,1,1,1,1,1
2005-01-03 06:00:00+00:00,2.9,350.0,19.0,84.0,1001.8,1,1,1,1,1
2005-01-03 09:00:00+00:00,3.2,350.0,17.0,84.0,1001.3,1,1,1,1,1
2005-01-03 12:00:00+00:00,3.6,350.0,17.0,80.0,1000.4,1,1,1,1,1
2005-01-03 15:00:00+00:00,4.1,340.0,17.0,81.0,999.6,1,1,1,1,1
2005-01-03 18:00:00+00:00,3.4,340.0,16.0,89.0,998.6,1,1,1,1,1
2005-01-03 21:00:00+00:00,2.4,340.0,8.0,92.0,997.0,1,1,1,1,1
2005-01-04 00:00:00+00:00,2.0,340.0,9.0,96.0,994.4,1,1,1,1,1
2005-01-04 03:00:00+00:00,2.5,300.0,6.0,97.0,991.6,1,1,1,1,1
2005-01-04 06:00:00+00:00,2.2,50.0,1.0,95.0,989.2,1,1,1,1,1
2005-01-04 09:00:00+00:00,3.7,340.0,21.0,86.0,986.9,1,1,1,1,1
2005-01-04 12:00:00+00:00,3.0,360.0,17.0,90.0,986.4,1,1,1,1,1
2005-01-04 15:00:00+00:00,2.8,350.0,20.0,87.0,986.2,1,1,1,1,1
2005-01-04 18:00:00+00:00,2.6,330.0,8.0,89.0,986.3,1,1,1,1,1
2005-01-04 21:00:00+00:00,3.0,330.0,3.0,85.0,985.6,1,1,1,1,1
2005-01-05 00:00:00+00:00,5.2,30.0,2.0,63.0,984.9,1,1,1,1,1
2005-01-05 03:00:00+00:00,5.1,300.0,3.0,71.0,984.4,1,1,1,1,1
2005-01-05 06:00:00+00:00,5.4,20.0,3.0,65.0,983.6,1,1,1,1,1
2005-01-05 09:00:00+00:00,2.4,50.0,4.0,94.0,985.6,1,1,1,1,1
2005-01-05 12:00:00+00:00,2.0,310.0,5.0,100.0,986.4,1,1,1,1,1
2005-01-05 15:00:00+00:00,2.2,290.0,3.0,100.0,987.0,1,1,1,1,1
2005-01-05 18:00:00+00:00,2.9,340.0,7.0,96.0,988.3,1,1,1,1,1
2005-01-05 21:00:00+00:00,2.6,340.0,14.0,95.0,989.7,1,1,1,1,1
2005-01-06 00:00:00+00:00,4.8,330.0,4.0,84.0,991.1,1,1,1,1,1
2005-01-06 03:00:00+00:00,4.0,350.0,10.0,78.0,992.2,1,1,1,1,1
2005-01-06 06:00:00+00:00,3.6,330.0,6.0,84.0,993.5,1,1,1,1,1
2005-01-06 09:00:00+00:00,3.1,350.0,4.0,89.0,994.4,1,1,1,1,1
2005-01-06 12:00:00+00:00,2.8,310.0,4.0,90.0,994.9,1,1,1,1,1
2005-01-06 15:00:00+00:00,2.9,330.0,4.0,81.0,995.6,1,1,1,1,1
2005-01-06 18:00:00+00:00,2.0,340.0,4.0,99.0,997.0,1,1,1,1,1
2005-01-06 21:00:00+00:00,3.5,320.0,2.0,93.0,998.0,1,1,1,1,1
2005-01-07 00:00:00+00:00,4.9,320.0,2.0,86.0,999.0,1,1,1,1,1
2005-01-07 03:00:00+00:00,5.2,240.0,6.0,83.0,1000.7,1,1,1,1,1
2005-01-07 06:00:00+00:00,3.7,250.0,2.0,97.0,1002.1,1,1,1,1,1
2005-01-07 09:00:00+00:00,2.4,230.0,5.0,100.0,1003.2,1,1,1,1,1
2005-01-07 12:00:00+00:00,2.1,190.0,3.0,100.0,1004.6,1,1,1,1,1
2005-01-07 15:00:00+00:00,2.0,150.0,2.0,100.0,1005.9,1,1,1,1,1
2005-01-07 18:00:00+00:00,2.1,160.0,2.0,100.0,1007.3,1,1,1,1,1
2005-01-07 21:00:00+00:00,2.9,230.0,5.0,99.0,1008.2,1,1,1,1,1
2005-01-08 00:00:00+00:00,4.4,230.0,7.0,80.0,1009.0,1,1,1,1,1
2005-01-08 03:00:00+00:00,5.0,170.0,5.0,76.0,1010.0,1,1,1,1,1
2005-01-08 06:00:00+00:00,3.2,190.0,3.0,89.0,1010.0,1,1,1,1,1
2005-01-08 09:00:00+00:00,0.6,230.0,8.0,100.0,1009.5,1,1,1,1,1
2005-01-08 12:00:00+00:00,0.2,220.0,4.0,99.0,1009.4,1,1,1,1,1
2005-01-08 15:00:00+00:00,-1.5,0.0,0.0,100.0,1009.3,1,1,1,1,1
2005-01-08 18:00:00+00:00,-0.3,230.0,4.0,100.0,1008.1,1,1,1,1,1
2005-01-08 21:00:00+00:00,0.3,240.0,5.0,93.0,1007.5,1,1,1,1,1
2005-01-09 00:00:00+00:00,0.9,300.0,4.0,90.0,1007.0,1,1,1,1,1
2005-01-09 03:00:00+00:00,-0.5,160.0,4.0,96.0,1006.4,1,1,1,1,1
2005-01-09 06:00:00+00:00,-2.3,280.0,4.0,100.0,1006.2,1,1,1,1,1
2005-01-09 09:00:00+00:00,-3.2,200.0,1.0,100.0,1005.9,1,1,1,1,1
2005-01-09 12:00:00+00:00,-4.3,220.0,4.0,100.0,1006.0,1,1,1,1,1
2005-01-09 15:00:00+00:00,-0.4,340.0,4.0,86.0,1005.4,1,1,1,1,1
2005-01-09 18:00:00+00:00,1.3,220.0,9.0,81.0,1004.3,1,1,1,1,1
2005-01-09 21:00:00+00:00,2.9,220.0,9.0,83.0,1003.4,1,1,1,1,1
2005-01-10 00:00:00+00:00,6.1,200.0,6.0,61.0,1002.5,1,1,1,1,1
2005-01-10 03:00:00+00:00,0.8,110.0,3.0,93.0,1001.5,1,1,1,1,1
2005-01-10 06:00:00+00:00,0.8,30.0,3.0,100.0,999.9,1,1,1,1,1
2005-01-10 09:00:00+00:00,-0.8,120.0,7.0,100.0,999.0,1,1,1,1,1
2005-01-10 12:00:00+00:00,-1.9,70.0,3.0,100.0,998.1,1,1,1,1,1
2005-01-10 15:00:00+00:00,-0.3,200.0,4.0,100.0,995.2,1,1,1,1,1
2005-01-10 18:00:00+00:00,1.5,240.0,6.0,96.0,993.3,1,1,1,1,1
2005-01-10 21:00:00+00:00,0.1,110.0,5.0,100.0,991.5,1,1,1,1,1
2005-01-11 00:00:00+00:00,0.2,120.0,6.0,100.0,990.0,1,1,1,1,1
2005-01-11 03:00:00+00:00,0.1,150.0,8.0,100.0,988.8,1,1,1,1,1
2005-01-11 06:00:00+00:00,-1.0,120.0,4.0,100.0,987.0,1,1,1,1,1
2005-01-11 09:00:00+00:00,-1.0,150.0,4.0,100.0,986.2,1,1,1,1,1
2005-01-11 12:00:00+00:00,0.2,40.0,23.0,72.0,985.3,1,1,1,1,1
2005-01-11 15:00:00+00:00,-0.4,50.0,22.0,53.0,985.9,1,1,1,1,1
2005-01-11 18:00:00+00:00,0.3,60.0,20.0,52.0,986.5,1,1,1,1,1
2005-01-11 21:00:00+00:00,-0.3,120.0,18.0,70.0,987.7,1,1,1,1,1
2005-01-12 00:00:00+00:00,0.0,50.0,18.0,59.0,989.1,1,1,1,1,1
2005-01-12 03:00:00+00:00,-0.4,40.0,9.0,46.0,990.0,1,1,1,1,1
2005-01-12 06:00:00+00:00,-0.9,60.0,18.0,47.0,991.1,1,1,1,1,1
2005-01-12 09:00:00+00:00,-1.1,140.0,14.0,61.0,991.6,1,1,1,1,1
2005-01-12 12:00:00+00:00,-0.8,130.0,20.0,57.0,992.5,1,1,1,1,1
2005-01-12 15:00:00+00:00,-0.8,170.0,10.0,58.0,993.3,1,1,1,1,1
2005-01-12 18:00:00+00:00,1.4,160.0,13.0,59.0,994.8,1,1,1,1,1
2005-01-12 21:00:00+00:00,1.7,160.0,11.0,63.0,996.0,1,1,1,1,1
2005-01-13 00:00:00+00:00,0.3,170.0,11.0,76.0,997.2,1,1,1,1,1
2005-01-13 03:00:00+00:00,0.1,130.0,19.0,57.0,998.2,1,1,1,1,1
2005-01-13 06:00:00+00:00,-0.2,170.0,12.0,62.0,999.3,1,1,1,1,1
2005-01-13 09:00:00+00:00,1.3,240.0,9.0,52.0,1000.3,1,1,1,1,1
2005-01-13 12:00:00+00:00,4.3,240.0,7.0,50.0,1000.6,1,1,1,1,1
2005-01-13 15:00:00+00:00,2.6,40.0,18.0,49.0,1001.5,1,1,1,1,1
2005-01-13 18:00:00+00:00,1.5,50.0,18.0,51.0,1001.7,1,1,1,1,1
2005-01-13 21:00:00+00:00,0.8,60.0,10.0,62.0,1002.0,1,1,1,1,1
2005-01-14 00:00:00+00:00,1.4,70.0,9.0,54.0,1002.6,1,1,1,1,1
2005-01-14 03:00:00+00:00,2.1,50.0,8.0,48.0,1003.3,1,1,1,1,1
2005-01-14 06:00:00+00:00,4.6,150.0,3.0,42.0,1003.2,1,1,1,1,1
2005-01-14 09:00:00+00:00,5.1,200.0,4.0,43.0,1003.2,1,1,1,1,1
2005-01-14 12:00:00+00:00,3.3,240.0,4.0,46.0,1003.2,1,1,1,1,1
2005-01-14 15:00:00+00:00,0.5,240.0,2.0,66.0,1003.2,1,1,1,1,1
2005-01-14 18:00:00+00:00,-0.5,320.0,2.0,60.0,1003.2,1,1,1,1,1
2005-01-14 21:00:00+00:00,2.2,230.0,2.0,61.0,1004.0,1,1,1,1,1
2005-01-15 00:00:00+00:00,2.5,160.0,3.0,57.0,1004.8,1,1,1,1,1
2005-01-15 03:00:00+00:00,2.2,230.0,7.0,67.0,1005.4,1,1,1,1,1
2005-01-15 06:00:00+00:00,1.6,110.0,3.0,68.0,1005.8,1,1,1,1,1
2005-01-15 09:00:00+00:00,3.5,310.0,5.0,59.0,1006.5,1,1,1,1,1
2005-01-15 12:00:00+00:00,0.4,90.0,7.0,90.0,1006.7,1,1,1,1,1
2005-01-15 15:00:00+00:00,-0.3,120.0,3.0,94.0,1006.1,1,1,1,1,1
2005-01-15 18:00:00+00:00,-0.9,310.0,2.0,88.0,1005.1,1,1,1,1,1
2005-01-15 21:00:00+00:00,0.3,350.0,11.0,78.0,1004.1,1,1,1,1,1
2005-01-16 00:00:00+00:00,1.0,350.0,11.0,74.0,1002.1,1,1,1,1,1
2005-01-16 03:00:00+00:00,1.1,340.0,21.0,72.0,1000.9,1,1,1,1,1
2005-01-16 06:00:00+00:00,0.2,350.0,19.0,90.0,999.9,1,1,1,1,1
2005-01-16 09:00:00+00:00,-0.1,350.0,23.0,88.0,999.1,1,1,1,1,1
2005-01-16 12:00:00+00:00,-0.6,340.0,19.0,96.0,998.5,1,1,1,1,1
2005-01-16 15:00:00+00:00,-0.4,350.0,19.0,100.0,997.4,1,1,1,1,1
2005-01-16 18:00:00+00:00,-0.7,350.0,18.0,100.0,996.1,1,1,1,1,1
2005-01-16 21:00:00+00:00,-0.9,10.0,10.0,100.0,995.5,1,1,1,1,1
2005-01-17 00:00:00+00:00,-0.7,360.0,6.0,100.0,994.9,1,1,1,1,1
2005-01-17 03:00:00+00:00,0.2,30.0,12.0,97.0,994.1,1,1,1,1,1
2005-01-17 06:00:00+00:00,0.7,20.0,11.0,92.0,993.7,1,1,1,1,1
2005-01-17 09:00:00+00:00,0.8,100.0,6.0,87.0,993.0,1,1,1,1,1
2005-01-17 12:00:00+00:00,-0.2,280.0,2.0,100.0,992.4,1,1,1,1,1
2005-01-17 15:00:00+00:00,-1.0,20.0,2.0,100.0,991.8,1,1,1,1,1
2005-01-17 18:00:00+00:00,-1.1,280.0,1.0,100.0,991.7,1,1,1,1,1
2005-01-17 21:00:00+00:00,-0.8,290.0,2.0,100.0,991.6,1,1,1,1,1
2005-01-18 00:00:00+00:00,0.0,20.0,2.0,98.0,991.9,1,1,1,1,1
2005-01-18 03:00:00+00:00,0.4,30.0,7.0,100.0,992.2,1,1,1,1,1
2005-01-18 06:00:00+00:00,0.5,30.0,11.0,95.0,993.0,1,1,1,1,1
2005-01-18 09:00:00+00:00,0.0,40.0,8.0,97.0,993.0,1,1,1,1,1
2005-01-18 12:00:00+00:00,0.0,40.0,12.0,89.0,993.4,1,1,1,1,1
2005-01-18 15:00:00+00:00,-0.4,50.0,12.0,94.0,994.2,1,1,1,1,1
2005-01-18 18:00:00+00:00,0.4,40.0,15.0,88.0,994.7,1,1,1,1,1
2005-01-18 21:00:00+00:00,2.0,20.0,24.0,66.0,995.1,1,1,1,1,1
2005-01-19 00:00:00+00:00,3.2,40.0,9.0,71.0,995.5,1,1,1,1,1
2005-01-19 03:00:00+00:00,3.2,30.0,11.0,62.0,994.8,1,1,1,1,1
2005-01-19 06:00:00+00:00,2.5,20.0,10.0,64.0,993.0,1,1,1,1,1
2005-01-19 09:00:00+00:00,1.4,90.0,4.0,72.0,991.3,1,1,1,1,1
2005-01-19 12:00:00+00:00,1.7,80.0,10.0,67.0,989.0,1,1,1,1,1
2005-01-19 15:00:00+00:00,2.4,80.0,2.0,60.0,987.0,1,1,1,1,1
2005-01-19 18:00:00+00:00,-0.1,50.0,17.0,100.0,989.7,1,1,1,1,1
2005-01-19 21:00:00+00:00,0.1,50.0,17.0,100.0,992.5,1,1,1,1,1
2005-01-20 00:00:00+00:00,1.3,70.0,12.0,100.0,994.1,1,1,1,1,1
2005-01-20 03:00:00+00:00,2.0,40.0,10.0,100.0,996.3,1,1,1,1,1
2005-01-20 06:00:00+00:00,2.1,120.0,5.0,90.0,996.8,1,1,1,1,1
2005-01-20 09:00:00+00:00,1.7,90.0,2.0,94.0,997.0,1,1,1,1,1
2005-01-20 12:00:00+00:00,0.6,20.0,4.0,100.0,997.1,1,1,1,1,1
2005-01-20 15:00:00+00:00,-0.2,270.0,5.0,100.0,998.0,1,1,1,1,1
2005-01-20 18:00:00+00:00,2.1,20.0,1.0,94.0,998.2,1,1,1,1,1
2005-01-20 21:00:00+00:00,1.8,260.0,2.0,92.0,998.3,1,1,1,1,1
2005-01-21 00:00:00+00:00,4.2,110.0,3.0,69.0,998.1,1,1,1,1,1
2005-01-21 03:00:00+00:00,2.8,50.0,3.0,87.0,998.6,1,1,1,1,1
2005-01-21 06:00:00+00:00,2.7,310.0,1.0,85.0,998.5,1,1,1,1,1
2005-01-21 09:00:00+00:00,1.2,350.0,4.0,90.0,999.0,1,1,1,1,1
2005-01-21 12:00:00+00:00,0.8,270.0,5.0,96.0,999.3,1,1,1,1,1
2005-01-21 15:00:00+00:00,1.3,10.0,4.0,96.0,999.6,1,1,1,1,1
2005-01-21 18:00:00+00:00,3.3,230.0,4.0,83.0,999.9,1,1,1,1,1
2005-01-21 21:00:00+00:00,4.9,190.0,4.0,64.0,1000.5,1,1,1,1,1
2005-01-22 00:00:00+00:00,4.9,230.0,3.0,76.0,1000.8,1,1,1,1,1
2005-01-22 03:00:00+00:00,4.4,60.0,7.0,61.0,1000.9,1,1,1,1,1
2005-01-22 06:00:00+00:00,2.6,360.0,4.0,66.0,1001.4,1,1,1,1,1
2005-01-22 09:00:00+00:00,1.8,290.0,2.0,76.0,1001.5,1,1,1,1,1
2005-01-22 12:00:00+00:00,2.6,190.0,2.0,69.0,1001.5,1,1,1,1,1
2005-01-22 15:00:00+00:00,3.7,270.0,3.0,66.0,1001.5,1,1,1,1,1
2005-01-22 18:00:00+00:00,3.4,290.0,7.0,66.0,1001.5,1,1,1,1,1
2005-01-22 21:00:00+00:00,3.8,220.0,5.0,73.0,1001.6,1,1,1,1,1
2005-01-23 00:00:00+00:00,0.9,170.0,3.0,86.0,1000.9,1,1,1,1,1
2005-01-23 03:00:00+00:00,1.0,290.0,3.0,80.0,999.9,1,1,1,1,1
2005-01-23 06:00:00+00:00,2.6,270.0,6.0,58.0,998.7,1,1,1,1,1
2005-01-23 09:00:00+00:00,3.7,100.0,3.0,49.0,997.6,1,1,1,1,1
2005-01-23 12:00:00+00:00,5.1,260.0,4.0,45.0,996.4,1,1,1,1,1
2005-01-23 15:00:00+00:00,5.2,90.0,1.0,47.0,996.0,1,1,1,1,1
2005-01-23 18:00:00+00:00,4.8,10.0,4.0,59.0,995.8,1,1,1,1,1
2005-01-23 21:00:00+00:00,3.7,270.0,5.0,64.0,995.4,1,1,1,1,1
2005-01-24 00:00:00+00:00,2.5,90.0,13.0,67.0,994.6,1,1,1,1,1
2005-01-24 03:00:00+00:00,2.5,80.0,9.0,69.0,993.7,1,1,1,1,1
2005-01-24 06:00:00+00:00,2.2,350.0,2.0,69.0,993.3,1,1,1,1,1
2005-01-24 09:00:00+00:00,4.7,230.0,2.0,51.0,992.8,1,1,1,1,1
2005-01-24 12:00:00+00:00,4.8,360.0,5.0,57.0,992.7,1,1,1,1,1
2005-01-24 15:00:00+00:00,6.2,310.0,4.0,48.0,992.8,1,1,1,1,1
2005-01-24 18:00:00+00:00,4.6,280.0,4.0,53.0,993.1,1,1,1,1,1
2005-01-24 21:00:00+00:00,3.1,10.0,3.0,62.0,993.3,1,1,1,1,1
2005-01-25 00:00:00+00:00,2.2,90.0,11.0,63.0,993.5,1,1,1,1,1
2005-01-25 03:00:00+00:00,2.1,90.0,17.0,56.0,994.0,1,1,1,1,1
2005-01-25 06:00:00+00:00,4.1,260.0,4.0,48.0,994.3,1,1,1,1,1
2005-01-25 09:00:00+00:00,5.5,200.0,3.0,49.0,994.2,1,1,1,1,1
2005-01-25 12:00:00+00:00,6.5,290.0,5.0,39.0,993.7,1,1,1,1,1
2005-01-25 15:00:00+00:00,3.1,100.0,13.0,55.0,992.5,1,1,1,1,1
2005-01-25 18:00:00+00:00,1.3,100.0,18.0,61.0,991.8,1,1,1,1,1
2005-01-25 21:00:00+00:00,1.1,280.0,4.0,64.0,991.7,1,1,1,1,1
2005-01-26 00:00:00+00:00,1.4,90.0,10.0,61.0,991.8,1,1,1,1,1
2005-01-26 03:00:00+00:00,2.0,110.0,9.0,59.0,991.2,1,1,1,1,1
2005-01-26 06:00:00+00:00,3.8,220.0,3.0,64.0,990.5,1,1,1,1,1
2005-01-26 09:00:00+00:00,2.6,0.0,0.0,65.0,990.4,1,1,1,1,1
2005-01-26 12:00:00+00:00,1.8,270.0,6.0,71.0,989.7,1,1,1,1,1
2005-01-26 15:00:00+00:00,0.5,200.0,2.0,98.0,989.7,1,1,1,1,1
2005-01-26 18:00:00+00:00,0.1,190.0,2.0,100.0,989.0,1,1,1,1,1
2005-01-26 21:00:00+00:00,-1.1,190.0,10.0,100.0,988.1,1,1,1,1,1
2005-01-27 00:00:00+00:00,-0.4,170.0,3.0,96.0,987.8,1,1,1,1,1
2005-01-27 03:00:00+00:00,-0.1,280.0,4.0,100.0,988.3,1,1,1,1,1
2005-01-27 06:00:00+00:00,-0.8,280.0,3.0,100.0,988.6,1,1,1,1,1
2005-01-27 09:00:00+00:00,-0.8,210.0,6.0,100.0,989.0,1,1,1,1,1
2005-01-27 12:00:00+00:00,-1.0,200.0,7.0,100.0,989.4,1,1,1,1,1
2005-01-27 15:00:00+00:00,-1.0,200.0,8.0,100.0,989.7,1,1,1,1,1
2005-01-27 18:00:00+00:00,0.0,180.0,12.0,90.0,989.6,1,1,1,1,1
2005-01-27 21:00:00+00:00,1.3,210.0,9.0,79.0,989.4,1,1,1,1,1
2005-01-28 00:00:00+00:00,0.6,210.0,9.0,86.0,989.8,1,1,1,1,1
2005-01-28 03:00:00+00:00,0.1,210.0,9.0,91.0,990.3,1,1,1,1,1
2005-01-28 06:00:00+00:00,-0.5,190.0,10.0,94.0,991.1,1,1,1,1,1
2005-01-28 09:00:00+00:00,-0.5,200.0,6.0,94.0,991.8,1,1,1,1,1
2005-01-28 12:00:00+00:00,-0.9,290.0,6.0,92.0,993.0,1,1,1,1,1
2005-01-28 15:00:00+00:00,2.2,290.0,4.0,68.0,993.5,1,1,1,1,1
2005-01-28 18:00:00+00:00,1.9,170.0,1.0,68.0,993.6,1,1,1,1,1
2005-01-28 21:00:00+00:00,2.5,290.0,5.0,72.0,994.0,1,1,1,1,1
2005-01-29 00:00:00+00:00,0.1,290.0,4.0,88.0,994.4,1,1,1,1,1
2005-01-29 03:00:00+00:00,-0.6,0.0,0.0,90.0,994.2,1,1,1,1,1
2005-01-29 06:00:00+00:00,-0.8,340.0,3.0,92.0,994.4,1,1,1,1,1
2005-01-29 09:00:00+00:00,1.2,30.0,4.0,70.0,995.2,1,1,1,1,1
2005-01-29 12:00:00+00:00,2.8,10.0,3.0,61.0,995.4,1,1,1,1,1
2005-01-29 15:00:00+00:00,3.5,280.0,4.0,57.0,996.0,1,1,1,1,1
2005-01-29 18:00:00+00:00,3.5,290.0,5.0,62.0,996.2,1,1,1,1,1
2005-01-29 21:00:00+00:00,2.3,290.0,4.0,74.0,996.3,1,1,1,1,1
2005-01-30 00:00:00+00:00,0.4,20.0,1.0,83.0,996.6,1,1,1,1,1
2005-01-30 03:00:00+00:00,-0.6,20.0,3.0,82.0,996.0,1,1,1,1,1
2005-01-30 06:00:00+00:00,1.1,0.0,0.0,64.0,995.7,1,1,1,1,1
2005-01-30 09:00:00+00:00,2.0,20.0,3.0,63.0,994.8,1,1,1,1,1
2005-01-30 12:00:00+00:00,1.9,40.0,12.0,73.0,994.5,1,1,1,1,1
2005-01-30 15:00:00+00:00,2.2,60.0,9.0,84.0,994.3,1,1,1,1,1
2005-01-30 18:00:00+00:00,2.5,70.0,8.0,90.0,993.7,1,1,1,1,1
2005-01-30 21:00:00+00:00,1.8,50.0,4.0,100.0,993.2,1,1,1,1,1
2005-01-31 00:00:00+00:00,1.8,20.0,7.0,100.0,992.3,1,1,1,1,1
2005-01-31 03:00:00+00:00,1.2,30.0,21.0,96.0,992.2,1,1,1,1,1
2005-01-31 06:00:00+00:00,1.5,40.0,21.0,95.0,992.9,1,1,1,1,1
2005-01-31 09:00:00+00:00,2.3,30.0,18.0,85.0,993.7,1,1,1,1,1
2005-01-31 12:00:00+00:00,2.4,40.0,14.0,82.0,993.4,1,1,1,1,1
2005-01-31 15:00:00+00:00,1.7,360.0,6.0,86.0,992.7,1,1,1,1,1
2005-01-31 18:00:00+00:00,1.3,270.0,6.0,87.0,991.3,1,1,1,1,1
2005-01-31 21:00:00+00:00,0.8,260.0,6.0,94.0,989.4,1,1,1,1,1
2005-02-01 00:00:00+00:00,0.9,0.0,0.0,77.0,987.7,1,1,1,1,1
2005-02-01 03:00:00+00:00,1.9,80.0,9.0,62.0,987.0,1,1,1,1,1
2005-02-01 06:00:00+00:00,2.3,90.0,16.0,54.0,986.9,1,1,1,1,1
2005-02-01 09:00:00+00:00,2.9,80.0,12.0,54.0,986.9,1,1,1,1,1
2005-02-01 12:00:00+00:00,2.6,90.0,22.0,51.0,987.1,1,1,1,1,1
2005-02-01 15:00:00+00:00,2.4,90.0,15.0,57.0,987.6,1,1,1,1,1
2005-02-01 18:00:00+00:00,0.6,300.0,4.0,83.0,988.5,1,1,1,1,1
2005-02-01 21:00:00+00:00,-0.4,280.0,12.0,100.0,988.9,1,1,1,1,1
2005-02-02 00:00:00+00:00,2.3,50.0,5.0,96.0,990.9,1,1,1,1,1
2005-02-02 03:00:00+00:00,4.2,50.0,13.0,75.0,992.2,1,1,1,1,1
2005-02-02 06:00:00+00:00,3.3,30.0,9.0,77.0,993.9,1,1,1,1,1
2005-02-02 09:00:00+00:00,2.0,30.0,10.0,88.0,995.4,1,1,1,1,1
2005-02-02 12:00:00+00:00,1.5,40.0,12.0,88.0,996.3,1,1,1,1,1
2005-02-02 15:00:00+00:00,0.7,40.0,16.0,99.0,997.1,1,1,1,1,1
2005-02-02 18:00:00+00:00,0.8,30.0,19.0,100.0,997.7,1,1,1,1,1
2005-02-02 21:00:00+00:00,1.1,30.0,14.0,96.0,998.3,1,1,1,1,1
2005-02-03 00:00:00+00:00,1.2,10.0,17.0,89.0,998.2,1,1,1,1,1
2005-02-03 03:00:00+00:00,2.0,30.0,21.0,84.0,997.1,1,1,1,1,1
2005-02-03 06:00:00+00:00,1.3,40.0,21.0,92.0,994.6,1,1,1,1,1
2005-02-03 09:00:00+00:00,0.8,30.0,31.0,99.0,990.9,1,1,1,1,1
2005-02-03 12:00:00+00:00,0.8,20.0,33.0,99.0,988.8,1,1,1,1,1
2005-02-03 15:00:00+00:00,0.5,30.0,24.0,100.0,987.1,1,1,1,1,1
2005-02-03 18:00:00+00:00,1.8,20.0,20.0,100.0,986.4,1,1,1,1,1
2005-02-03 21:00:00+00:00,3.1,360.0,21.0,92.0,986.0,1,1,1,1,1
2005-02-04 00:00:00+00:00,3.0,20.0,19.0,89.0,984.2,1,1,1,1,1
2005-02-04 03:00:00+00:00,2.3,50.0,15.0,92.0,982.7,1,1,1,1,1
2005-02-04 06:00:00+00:00,2.4,30.0,19.0,92.0,980.1,1,1,1,1,1
2005-02-04 09:00:00+00:00,1.5,60.0,9.0,96.0,977.8,1,1,1,1,1
2005-02-04 12:00:00+00:00,0.3,250.0,5.0,100.0,975.3,1,1,1,1,1
2005-02-04 15:00:00+00:00,1.7,200.0,4.0,99.0,973.3,1,1,1,1,1
2005-02-04 18:00:00+00:00,0.5,360.0,4.0,100.0,972.5,1,1,1,1,1
2005-02-04 21:00:00+00:00,0.7,280.0,4.0,100.0,971.9,1,1,1,1,1
2005-02-05 00:00:00+00:00,2.3,340.0,1.0,96.0,971.3,1,1,1,1,1
2005-02-05 03:00:00+00:00,2.8,20.0,4.0,100.0,969.9,1,1,1,1,1
2005-02-05 06:00:00+00:00,1.7,20.0,4.0,100.0,970.3,1,1,1,1,1
2005-02-05 09:00:00+00:00,1.5,60.0,16.0,100.0,970.4,1,1,1,1,1
2005-02-05 12:00:00+00:00,1.4,60.0,14.0,98.0,972.1,1,1,1,1,1
2005-02-05 15:00:00+00:00,1.5,30.0,14.0,93.0,973.8,1,1,1,1,1
2005-02-05 18:00:00+00:00,2.6,20.0,14.0,85.0,974.8,1,1,1,1,1
2005-02-05 21:00:00+00:00,2.6,20.0,24.0,75.0,975.8,1,1,1,1,1
2005-02-06 00:00:00+00:00,1.1,210.0,5.0,100.0,977.5,1,1,1,1,1
2005-02-06 03:00:00+00:00,0.4,300.0,3.0,99.0,979.5,1,1,1,1,1
2005-02-06 06:00:00+00:00,0.2,290.0,6.0,100.0,980.6,1,1,1,1,1
2005-02-06 09:00:00+00:00,-0.5,290.0,4.0,100.0,981.9,1,1,1,1,1
2005-02-06 12:00:00+00:00,-1.3,360.0,6.0,79.0,982.8,1,1,1,1,1
