,date,temp,dir,vel,hr,skt,temp_byers,dir_byers,vel_byers,hr_byers,skt_byers
31373,2005-07-09 18:00:00,,,,,,0,0,0,0,0
31376,2005-07-09 21:00:00,,,,,,0,0,0,0,0
31379,2005-07-10 00:00:00,,,,,,0,0,0,0,0
31382,2005-07-10 03:00:00,,,,,,0,0,0,0,0
31385,2005-07-10 06:00:00,,,,,,0,0,0,0,0
31388,2005-07-10 09:00:00,,,,,,0,0,0,0,0
31391,2005-07-10 12:00:00,,,,,,0,0,0,0,0
31394,2005-07-10 15:00:00,,,,,,0,0,0,0,0
31397,2005-07-10 18:00:00,,,,,,0,0,0,0,0
31400,2005-07-10 21:00:00,,,,,,0,0,0,0,0
31403,2005-07-11 00:00:00,,,,,,0,0,0,0,0
31406,2005-07-11 03:00:00,,,,,,0,0,0,0,0
31409,2005-07-11 06:00:00,,,,,,0,0,0,0,0
31412,2005-07-11 09:00:00,,,,,,0,0,0,0,0
31415,2005-07-11 12:00:00,,,,,,0,0,0,0,0
31418,2005-07-11 15:00:00,,,,,,0,0,0,0,0
31421,2005-07-11 18:00:00,,,,,,0,0,0,0,0
31424,2005-07-11 21:00:00,,,,,,0,0,0,0,0
31427,2005-07-12 00:00:00,,,,,,0,0,0,0,0
31430,2005-07-12 03:00:00,,,,,,0,0,0,0,0
31433,2005-07-12 06:00:00,,,,,,0,0,0,0,0
31436,2005-07-12 09:00:00,,,,,,0,0,0,0,0
31439,2005-07-12 12:00:00,,,,,,0,0,0,0,0
31442,2005-07-12 15:00:00,,,,,,0,0,0,0,0
31445,2005-07-12 18:00:00,,,,,,0,0,0,0,0
31448,2005-07-12 21:00:00,,,,,,0,0,0,0,0
31451,2005-07-13 00:00:00,,,,,,0,0,0,0,0
31454,2005-07-13 03:00:00,,,,,,0,0,0,0,0
31457,2005-07-13 06:00:00,,,,,,0,0,0,0,0
31460,2005-07-13 09:00:00,,,,,,0,0,0,0,0
31463,2005-07-13 12:00:00,,,,,,0,0,0,0,0
31466,2005-07-13 15:00:00,,,,,,0,0,0,0,0
31469,2005-07-13 18:00:00,,,,,,0,0,0,0,0
31472,2005-07-13 21:00:00,,,,,,0,0,0,0,0
31475,2005-07-14 00:00:00,,,,,,0,0,0,0,0
31478,2005-07-14 03:00:00,,,,,,0,0,0,0,0
31481,2005-07-14 06:00:00,,,,,,0,0,0,0,0
31484,2005-07-14 09:00:00,,,,,,0,0,0,0,0
31487,2005-07-14 12:00:00,,,,,,0,0,0,0,0
31490,2005-07-14 15:00:00,,,,,,0,0,0,0,0
31493,2005-07-14 18:00:00,,,,,,0,0,0,0,0
31496,2005-07-14 21:00:00,,,,,,0,0,0,0,0
31499,2005-07-15 00:00:00,,,,,,0,0,0,0,0
31502,2005-07-15 03:00:00,,,,,,0,0,0,0,0
31505,2005-07-15 06:00:00,,,,,,0,0,0,0,0
31508,2005-07-15 09:00:00,,,,,,0,0,0,0,0
31511,2005-07-15 12:00:00,,,,,,0,0,0,0,0
31514,2005-07-15 15:00:00,,,,,,0,0,0,0,0
31517,2005-07-15 18:00:00,,,,,,0,0,0,0,0
31520,2005-07-15 21:00:00,,,,,,0,0,0,0,0
31523,2005-07-16 00:00:00,,,,,,0,0,0,0,0
31526,2005-07-16 03:00:00,,,,,,0,0,0,0,0
31529,2005-07-16 06:00:00,,,,,,0,0,0,0,0
31532,2005-07-16 09:00:00,,,,,,0,0,0,0,0
31535,2005-07-16 12:00:00,,,,,,0,0,0,0,0
31538,2005-07-16 15:00:00,,,,,,0,0,0,0,0
31541,2005-07-16 18:00:00,,,,,,0,0,0,0,0
31544,2005-07-16 21:00:00,,,,,,0,0,0,0,0
31547,2005-07-17 00:00:00,,,,,,0,0,0,0,0
31550,2005-07-17 03:00:00,,,,,,0,0,0,0,0
31553,2005-07-17 06:00:00,,,,,,0,0,0,0,0
31556,2005-07-17 09:00:00,,,,,,0,0,0,0,0
31559,2005-07-17 12:00:00,,,,,,0,0,0,0,0
31562,2005-07-17 15:00:00,,,,,,0,0,0,0,0
31565,2005-07-17 18:00:00,,,,,,0,0,0,0,0
31568,2005-07-17 21:00:00,,,,,,0,0,0,0,0
31571,2005-07-18 00:00:00,,,,,,0,0,0,0,0
31574,2005-07-18 03:00:00,,,,,,0,0,0,0,0
31577,2005-07-18 06:00:00,,,,,,0,0,0,0,0
31580,2005-07-18 09:00:00,,,,,,0,0,0,0,0
31583,2005-07-18 12:00:00,,,,,,0,0,0,0,0
31586,2005-07-18 15:00:00,,,,,,0,0,0,0,0
31589,2005-07-18 18:00:00,,,,,,0,0,0,0,0
31592,2005-07-18 21:00:00,,,,,,0,0,0,0,0
31595,2005-07-19 00:00:00,,,,,,0,0,0,0,0
31598,2005-07-19 03:00:00,,,,,,0,0,0,0,0
31601,2005-07-19 06:00:00,,,,,,0,0,0,0,0
31604,2005-07-19 09:00:00,,,,,,0,0,0,0,0
31607,2005-07-19 12:00:00,,,,,,0,0,0,0,0
31610,2005-07-19 15:00:00,,,,,,0,0,0,0,0
31613,2005-07-19 18:00:00,,,,,,0,0,0,0,0
31616,2005-07-19 21:00:00,,,,,,0,0,0,0,0
31619,2005-07-20 00:00:00,,,,,,0,0,0,0,0
31622,2005-07-20 03:00:00,,,,,,0,0,0,0,0
31625,2005-07-20 06:00:00,,,,,,0,0,0,0,0
31628,2005-07-20 09:00:00,,,,,,0,0,0,0,0
31631,2005-07-20 12:00:00,,,,,,0,0,0,0,0
31634,2005-07-20 15:00:00,,,,,,0,0,0,0,0
31637,2005-07-20 18:00:00,,,,,,0,0,0,0,0
31640,2005-07-20 21:00:00,,,,,,0,0,0,0,0
31643,2005-07-21 00:00:00,,,,,,0,0,0,0,0
31646,2005-07-21 03:00:00,,,,,,0,0,0,0,0
31649,2005-07-21 06:00:00,,,,,,0,0,0,0,0
31652,2005-07-21 09:00:00,,,,,,0,0,0,0,0
31655,2005-07-21 12:00:00,,,,,,0,0,0,0,0
31658,2005-07-21 15:00:00,,,,,,0,0,0,0,0
31661,2005-07-21 18:00:00,,,,,,0,0,0,0,0
31664,2005-07-21 21:00:00,,,,,,0,0,0,0,0
31667,2005-07-22 00:00:00,,,,,,0,0,0,0,0
31670,2005-07-22 03:00:00,,,,,,0,0,0,0,0
31673,2005-07-22 06:00:00,,,,,,0,0,0,0,0
31676,2005-07-22 09:00:00,,,,,,0,0,0,0,0
31679,2005-07-22 12:00:00,,,,,,0,0,0,0,0
31682,2005-07-22 15:00:00,,,,,,0,0,0,0,0
31685,2005-07-22 18:00:00,,,,,,0,0,0,0,0
31688,2005-07-22 21:00:00,,,,,,0,0,0,0,0
31691,2005-07-23 00:00:00,,,,,,0,0,0,0,0
31694,2005-07-23 03:00:00,,,,,,0,0,0,0,0
31697,2005-07-23 06:00:00,,,,,,0,0,0,0,0
31700,2005-07-23 09:00:00,,,,,,0,0,0,0,0
31703,2005-07-23 12:00:00,,,,,,0,0,0,0,0
31706,2005-07-23 15:00:00,,,,,,0,0,0,0,0
31709,2005-07-23 18:00:00,,,,,,0,0,0,0,0
31712,2005-07-23 21:00:00,,,,,,0,0,0,0,0
31715,2005-07-24 00:00:00,,,,,,0,0,0,0,0
31718,2005-07-24 03:00:00,,,,,,0,0,0,0,0
31721,2005-07-24 06:00:00,,,,,,0,0,0,0,0
31724,2005-07-24 09:00:00,,,,,,0,0,0,0,0
31727,2005-07-24 12:00:00,,,,,,0,0,0,0,0
31730,2005-07-24 15:00:00,,,,,,0,0,0,0,0
31733,2005-07-24 18:00:00,,,,,,0,0,0,0,0
31736,2005-07-24 21:00:00,,,,,,0,0,0,0,0
31739,2005-07-25 00:00:00,,,,,,0,0,0,0,0
31742,2005-07-25 03:00:00,,,,,,0,0,0,0,0
31745,2005-07-25 06:00:00,,,,,,0,0,0,0,0
31748,2005-07-25 09:00:00,,,,,,0,0,0,0,0
31751,2005-07-25 12:00:00,,,,,,0,0,0,0,0
31754,2005-07-25 15:00:00,,,,,,0,0,0,0,0
31757,2005-07-25 18:00:00,,,,,,0,0,0,0,0
31760,2005-07-25 21:00:00,,,,,,0,0,0,0,0
31763,2005-07-26 00:00:00,,,,,,0,0,0,0,0
31766,2005-07-26 03:00:00,,,,,,0,0,0,0,0
31769,2005-07-26 06:00:00,,,,,,0,0,0,0,0
31772,2005-07-26 09:00:00,,,,,,0,0,0,0,0
31775,2005-07-26 12:00:00,,,,,,0,0,0,0,0
31778,2005-07-26 15:00:00,,,,,,0,0,0,0,0
31781,2005-07-26 18:00:00,,,,,,0,0,0,0,0
31784,2005-07-26 21:00:00,,,,,,0,0,0,0,0
31787,2005-07-27 00:00:00,,,,,,0,0,0,0,0
31790,2005-07-27 03:00:00,,,,,,0,0,0,0,0
31793,2005-07-27 06:00:00,,,,,,0,0,0,0,0
31796,2005-07-27 09:00:00,,,,,,0,0,0,0,0
31799,2005-07-27 12:00:00,,,,,,0,0,0,0,0
31802,2005-07-27 15:00:00,,,,,,0,0,0,0,0
31805,2005-07-27 18:00:00,,,,,,0,0,0,0,0
31808,2005-07-27 21:00:00,,,,,,0,0,0,0,0
31811,2005-07-28 00:00:00,,,,,,0,0,0,0,0
31814,2005-07-28 03:00:00,,,,,,0,0,0,0,0
31817,2005-07-28 06:00:00,,,,,,0,0,0,0,0
31820,2005-07-28 09:00:00,,,,,,0,0,0,0,0
31823,2005-07-28 12:00:00,,,,,,0,0,0,0,0
31826,2005-07-28 15:00:00,,,,,,0,0,0,0,0
31829,2005-07-28 18:00:00,,,,,,0,0,0,0,0
31832,2005-07-28 21:00:00,,,,,,0,0,0,0,0
31835,2005-07-29 00:00:00,,,,,,0,0,0,0,0
31838,2005-07-29 03:00:00,,,,,,0,0,0,0,0
31841,2005-07-29 06:00:00,,,,,,0,0,0,0,0
31844,2005-07-29 09:00:00,,,,,,0,0,0,0,0
31847,2005-07-29 12:00:00,,,,,,0,0,0,0,0
31850,2005-07-29 15:00:00,,,,,,0,0,0,0,0
31853,2005-07-29 18:00:00,,,,,,0,0,0,0,0
31856,2005-07-29 21:00:00,,,,,,0,0,0,0,0
31859,2005-07-30 00:00:00,,,,,,0,0,0,0,0
31862,2005-07-30 03:00:00,,,,,,0,0,0,0,0
31865,2005-07-30 06:00:00,,,,,,0,0,0,0,0
31868,2005-07-30 09:00:00,,,,,,0,0,0,0,0
31871,2005-07-30 12:00:00,,,,,,0,0,0,0,0
31874,2005-07-30 15:00:00,,,,,,0,0,0,0,0
31877,2005-07-30 18:00:00,,,,,,0,0,0,0,0
31880,2005-07-30 21:00:00,,,,,,0,0,0,0,0
31883,2005-07-31 00:00:00,,,,,,0,0,0,0,0
31886,2005-07-31 03:00:00,,,,,,0,0,0,0,0
31889,2005-07-31 06:00:00,,,,,,0,0,0,0,0
31892,2005-07-31 09:00:00,,,,,,0,0,0,0,0
31895,2005-07-31 12:00:00,,,,,,0,0,0,0,0
31898,2005-07-31 15:00:00,,,,,,0,0,0,0,0
31901,2005-07-31 18:00:00,,,,,,0,0,0,0,0
31904,2005-07-31 21:00:00,,,,,,0,0,0,0,0
31907,2005-08-01 00:00:00,,,,,,0,0,0,0,0
31910,2005-08-01 03:00:00,,,,,,0,0,0,0,0
31913,2005-08-01 06:00:00,,,,,,0,0,0,0,0
31916,2005-08-01 09:00:00,,,,,,0,0,0,0,0
31919,2005-08-01 12:00:00,,,,,,0,0,0,0,0
31922,2005-08-01 15:00:00,,,,,,0,0,0,0,0
31925,2005-08-01 18:00:00,,,,,,0,0,0,0,0
31928,2005-08-01 21:00:00,,,,,,0,0,0,0,0
31931,2005-08-02 00:00:00,,,,,,0,0,0,0,0
31934,2005-08-02 03:00:00,,,,,,0,0,0,0,0
31937,2005-08-02 06:00:00,,,,,,0,0,0,0,0
31940,2005-08-02 09:00:00,,,,,,0,0,0,0,0
31943,2005-08-02 12:00:00,,,,,,0,0,0,0,0
31946,2005-08-02 15:00:00,,,,,,0,0,0,0,0
31949,2005-08-02 18:00:00,,,,,,0,0,0,0,0
31952,2005-08-02 21:00:00,,,,,,0,0,0,0,0
31955,2005-08-03 00:00:00,,,,,,0,0,0,0,0
31958,2005-08-03 03:00:00,,,,,,0,0,0,0,0
31961,2005-08-03 06:00:00,,,,,,0,0,0,0,0
31964,2005-08-03 09:00:00,,,,,,0,0,0,0,0
31967,2005-08-03 12:00:00,,,,,,0,0,0,0,0
31970,2005-08-03 15:00:00,,,,,,0,0,0,0,0
31973,2005-08-03 18:00:00,,,,,,0,0,0,0,0
31976,2005-08-03 21:00:00,,,,,,0,0,0,0,0
31979,2005-08-04 00:00:00,,,,,,0,0,0,0,0
31982,2005-08-04 03:00:00,,,,,,0,0,0,0,0
31985,2005-08-04 06:00:00,,,,,,0,0,0,0,0
31988,2005-08-04 09:00:00,,,,,,0,0,0,0,0
31991,2005-08-04 12:00:00,,,,,,0,0,0,0,0
31994,2005-08-04 15:00:00,,,,,,0,0,0,0,0
31997,2005-08-04 18:00:00,,,,,,0,0,0,0,0
32000,2005-08-04 21:00:00,,,,,,0,0,0,0,0
32003,2005-08-05 00:00:00,,,,,,0,0,0,0,0
32006,2005-08-05 03:00:00,,,,,,0,0,0,0,0
32009,2005-08-05 06:00:00,,,,,,0,0,0,0,0
32012,2005-08-05 09:00:00,,,,,,0,0,0,0,0
32015,2005-08-05 12:00:00,,,,,,0,0,0,0,0
32018,2005-08-05 15:00:00,,,,,,0,0,0,0,0
32021,2005-08-05 18:00:00,,,,,,0,0,0,0,0
32024,2005-08-05 21:00:00,,,,,,0,0,0,0,0
32027,2005-08-06 00:00:00,,,,,,0,0,0,0,0
32030,2005-08-06 03:00:00,,,,,,0,0,0,0,0
32033,2005-08-06 06:00:00,,,,,,0,0,0,0,0
32036,2005-08-06 09:00:00,,,,,,0,0,0,0,0
32039,2005-08-06 12:00:00,,,,,,0,0,0,0,0
32042,2005-08-06 15:00:00,,,,,,0,0,0,0,0
32045,2005-08-06 18:00:00,,,,,,0,0,0,0,0
32048,2005-08-06 21:00:00,,,,,,0,0,0,0,0
32051,2005-08-07 00:00:00,,,,,,0,0,0,0,0
32054,2005-08-07 03:00:00,,,,,,0,0,0,0,0
32057,2005-08-07 06:00:00,,,,,,0,0,0,0,0
32060,2005-08-07 09:00:00,,,,,,0,0,0,0,0
32063,2005-08-07 12:00:00,,,,,,0,0,0,0,0
32066,2005-08-07 15:00:00,,,,,,0,0,0,0,0
32069,2005-08-07 18:00:00,,,,,,0,0,0,0,0
32072,2005-08-07 21:00:00,,,,,,0,0,0,0,0
32075,2005-08-08 00:00:00,,,,,,0,0,0,0,0
32078,2005-08-08 03:00:00,,,,,,0,0,0,0,0
32081,2005-08-08 06:00:00,,,,,,0,0,0,0,0
32084,2005-08-08 09:00:00,,,,,,0,0,0,0,0
32087,2005-08-08 12:00:00,,,,,,0,0,0,0,0
32090,2005-08-08 15:00:00,,,,,,0,0,0,0,0
32093,2005-08-08 18:00:00,,,,,,0,0,0,0,0
32096,2005-08-08 21:00:00,,,,,,0,0,0,0,0
32099,2005-08-09 00:00:00,,,,,,0,0,0,0,0
32102,2005-08-09 03:00:00,,,,,,0,0,0,0,0
32105,2005-08-09 06:00:00,,,,,,0,0,0,0,0
32108,2005-08-09 09:00:00,,,,,,0,0,0,0,0
32111,2005-08-09 12:00:00,,,,,,0,0,0,0,0
32114,2005-08-09 15:00:00,,,,,,0,0,0,0,0
32117,2005-08-09 18:00:00,,,,,,0,0,0,0,0
32120,2005-08-09 21:00:00,,,,,,0,0,0,0,0
32123,2005-08-10 00:00:00,,,,,,0,0,0,0,0
32126,2005-08-10 03:00:00,,,,,,0,0,0,0,0
32129,2005-08-10 06:00:00,,,,,,0,0,0,0,0
32132,2005-08-10 09:00:00,,,,,,0,0,0,0,0
32135,2005-08-10 12:00:00,,,,,,0,0,0,0,0
32138,2005-08-10 15:00:00,,,,,,0,0,0,0,0
32141,2005-08-10 18:00:00,,,,,,0,0,0,0,0
32144,2005-08-10 21:00:00,,,,,,0,0,0,0,0
32147,2005-08-11 00:00:00,,,,,,0,0,0,0,0
32150,2005-08-11 03:00:00,,,,,,0,0,0,0,0
32153,2005-08-11 06:00:00,,,,,,0,0,0,0,0
32156,2005-08-11 09:00:00,,,,,,0,0,0,0,0
32159,2005-08-11 12:00:00,,,,,,0,0,0,0,0
32162,2005-08-11 15:00:00,,,,,,0,0,0,0,0
32165,2005-08-11 18:00:00,,,,,,0,0,0,0,0
32168,2005-08-11 21:00:00,,,,,,0,0,0,0,0
32171,2005-08-12 00:00:00,,,,,,0,0,0,0,0
32174,2005-08-12 03:00:00,,,,,,0,0,0,0,0
32177,2005-08-12 06:00:00,,,,,,0,0,0,0,0
32180,2005-08-12 09:00:00,,,,,,0,0,0,0,0
32183,2005-08-12 12:00:00,,,,,,0,0,0,0,0
32186,2005-08-12 15:00:00,,,,,,0,0,0,0,0
32189,2005-08-12 18:00:00,,,,,,0,0,0,0,0
32192,2005-08-12 21:00:00,,,,,,0,0,0,0,0
32195,2005-08-13 00:00:00,,,,,,0,0,0,0,0
32198,2005-08-13 03:00:00,,,,,,0,0,0,0,0
32201,2005-08-13 06:00:00,,,,,,0,0,0,0,0
32204,2005-08-13 09:00:00,,,,,,0,0,0,0,0
32207,2005-08-13 12:00:00,,,,,,0,0,0,0,0
32210,2005-08-13 15:00:00,,,,,,0,0,0,0,0
32213,2005-08-13 18:00:00,,,,,,0,0,0,0,0
32216,2005-08-13 21:00:00,,,,,,0,0,0,0,0
32219,2005-08-14 00:00:00,,,,,,0,0,0,0,0
32222,2005-08-14 03:00:00,,,,,,0,0,0,0,0
32225,2005-08-14 06:00:00,,,,,,0,0,0,0,0
32228,2005-08-14 09:00:00,,,,,,0,0,0,0,0
32231,2005-08-14 12:00:00,,,,,,0,0,0,0,0
32234,2005-08-14 15:00:00,,,,,,0,0,0,0,0
32237,2005-08-14 18:00:00,,,,,,0,0,0,0,0
32240,2005-08-14 21:00:00,,,,,,0,0,0,0,0
32243,2005-08-15 00:00:00,,,,,,0,0,0,0,0
32246,2005-08-15 03:00:00,,,,,,0,0,0,0,0
32249,2005-08-15 06:00:00,,,,,,0,0,0,0,0
32252,2005-08-15 09:00:00,,,,,,0,0,0,0,0
32255,2005-08-15 12:00:00,,,,,,0,0,0,0,0
32258,2005-08-15 15:00:00,,,,,,0,0,0,0,0
32261,2005-08-15 18:00:00,,,,,,0,0,0,0,0
32264,2005-08-15 21:00:00,,,,,,0,0,0,0,0
32267,2005-08-16 00:00:00,,,,,,0,0,0,0,0
32270,2005-08-16 03:00:00,,,,,,0,0,0,0,0
32273,2005-08-16 06:00:00,,,,,,0,0,0,0,0
32276,2005-08-16 09:00:00,,,,,,0,0,0,0,0
32279,2005-08-16 12:00:00,,,,,,0,0,0,0,0
32282,2005-08-16 15:00:00,,,,,,0,0,0,0,0
32285,2005-08-16 18:00:00,,,,,,0,0,0,0,0
32288,2005-08-16 21:00:00,,,,,,0,0,0,0,0
32291,2005-08-17 00:00:00,,,,,,0,0,0,0,0
32294,2005-08-17 03:00:00,,,,,,0,0,0,0,0
32297,2005-08-17 06:00:00,,,,,,0,0,0,0,0
32300,2005-08-17 09:00:00,,,,,,0,0,0,0,0
32303,2005-08-17 12:00:00,,,,,,0,0,0,0,0
32306,2005-08-17 15:00:00,,,,,,0,0,0,0,0
32309,2005-08-17 18:00:00,,,,,,0,0,0,0,0
32312,2005-08-17 21:00:00,,,,,,0,0,0,0,0
32315,2005-08-18 00:00:00,,,,,,0,0,0,0,0
32318,2005-08-18 03:00:00,,,,,,0,0,0,0,0
32321,2005-08-18 06:00:00,,,,,,0,0,0,0,0
32324,2005-08-18 09:00:00,,,,,,0,0,0,0,0
32327,2005-08-18 12:00:00,,,,,,0,0,0,0,0
32330,2005-08-18 15:00:00,,,,,,0,0,0,0,0
32333,2005-08-18 18:00:00,,,,,,0,0,0,0,0
32336,2005-08-18 21:00:00,,,,,,0,0,0,0,0
32339,2005-08-19 00:00:00,,,,,,0,0,0,0,0
32342,2005-08-19 03:00:00,,,,,,0,0,0,0,0
32345,2005-08-19 06:00:00,,,,,,0,0,0,0,0
32348,2005-08-19 09:00:00,,,,,,0,0,0,0,0
32351,2005-08-19 12:00:00,,,,,,0,0,0,0,0
32354,2005-08-19 15:00:00,,,,,,0,0,0,0,0
32357,2005-08-19 18:00:00,,,,,,0,0,0,0,0
32360,2005-08-19 21:00:00,,,,,,0,0,0,0,0
32363,2005-08-20 00:00:00,,,,,,0,0,0,0,0
32366,2005-08-20 03:00:00,,,,,,0,0,0,0,0
32369,2005-08-20 06:00:00,,,,,,0,0,0,0,0
32372,2005-08-20 09:00:00,,,,,,0,0,0,0,0
32375,2005-08-20 12:00:00,,,,,,0,0,0,0,0
32378,2005-08-20 15:00:00,,,,,,0,0,0,0,0
32381,2005-08-20 18:00:00,,,,,,0,0,0,0,0
32384,2005-08-20 21:00:00,,,,,,0,0,0,0,0
32387,2005-08-21 00:00:00,,,,,,0,0,0,0,0
32390,2005-08-21 03:00:00,,,,,,0,0,0,0,0
32393,2005-08-21 06:00:00,,,,,,0,0,0,0,0
32396,2005-08-21 09:00:00,,,,,,0,0,0,0,0
32399,2005-08-21 12:00:00,,,,,,0,0,0,0,0
32402,2005-08-21 15:00:00,,,,,,0,0,0,0,0
32405,2005-08-21 18:00:00,,,,,,0,0,0,0,0
32408,2005-08-21 21:00:00,,,,,,0,0,0,0,0
32411,2005-08-22 00:00:00,,,,,,0,0,0,0,0
32414,2005-08-22 03:00:00,,,,,,0,0,0,0,0
32417,2005-08-22 06:00:00,,,,,,0,0,0,0,0
32420,2005-08-22 09:00:00,,,,,,0,0,0,0,0
32423,2005-08-22 12:00:00,,,,,,0,0,0,0,0
32426,2005-08-22 15:00:00,,,,,,0,0,0,0,0
32429,2005-08-22 18:00:00,,,,,,0,0,0,0,0
32432,2005-08-22 21:00:00,,,,,,0,0,0,0,0
32435,2005-08-23 00:00:00,,,,,,0,0,0,0,0
32438,2005-08-23 03:00:00,,,,,,0,0,0,0,0
32441,2005-08-23 06:00:00,,,,,,0,0,0,0,0
32444,2005-08-23 09:00:00,,,,,,0,0,0,0,0
32447,2005-08-23 12:00:00,,,,,,0,0,0,0,0
32450,2005-08-23 15:00:00,,,,,,0,0,0,0,0
32453,2005-08-23 18:00:00,,,,,,0,0,0,0,0
32456,2005-08-23 21:00:00,,,,,,0,0,0,0,0
32459,2005-08-24 00:00:00,,,,,,0,0,0,0,0
32462,2005-08-24 03:00:00,,,,,,0,0,0,0,0
32465,2005-08-24 06:00:00,,,,,,0,0,0,0,0
32468,2005-08-24 09:00:00,,,,,,0,0,0,0,0
32471,2005-08-24 12:00:00,,,,,,0,0,0,0,0
32474,2005-08-24 15:00:00,,,,,,0,0,0,0,0
32477,2005-08-24 18:00:00,,,,,,0,0,0,0,0
32480,2005-08-24 21:00:00,,,,,,0,0,0,0,0
32483,2005-08-25 00:00:00,,,,,,0,0,0,0,0
32486,2005-08-25 03:00:00,,,,,,0,0,0,0,0
32489,2005-08-25 06:00:00,,,,,,0,0,0,0,0
32492,2005-08-25 09:00:00,,,,,,0,0,0,0,0
32495,2005-08-25 12:00:00,,,,,,0,0,0,0,0
32498,2005-08-25 15:00:00,,,,,,0,0,0,0,0
32501,2005-08-25 18:00:00,,,,,,0,0,0,0,0
32504,2005-08-25 21:00:00,,,,,,0,0,0,0,0
32507,2005-08-26 00:00:00,,,,,,0,0,0,0,0
32510,2005-08-26 03:00:00,,,,,,0,0,0,0,0
32513,2005-08-26 06:00:00,,,,,,0,0,0,0,0
32516,2005-08-26 09:00:00,,,,,,0,0,0,0,0
32519,2005-08-26 12:00:00,,,,,,0,0,0,0,0
32522,2005-08-26 15:00:00,,,,,,0,0,0,0,0
32525,2005-08-26 18:00:00,,,,,,0,0,0,0,0
32528,2005-08-26 21:00:00,,,,,,0,0,0,0,0
32531,2005-08-27 00:00:00,,,,,,0,0,0,0,0
32534,2005-08-27 03:00:00,,,,,,0,0,0,0,0
32537,2005-08-27 06:00:00,,,,,,0,0,0,0,0
32540,2005-08-27 09:00:00,,,,,,0,0,0,0,0
32543,2005-08-27 12:00:00,,,,,,0,0,0,0,0
32546,2005-08-27 15:00:00,,,,,,0,0,0,0,0
32549,2005-08-27 18:00:00,,,,,,0,0,0,0,0
32552,2005-08-27 21:00:00,,,,,,0,0,0,0,0
32555,2005-08-28 00:00:00,,,,,,0,0,0,0,0
32558,2005-08-28 03:00:00,,,,,,0,0,0,0,0
32561,2005-08-28 06:00:00,,,,,,0,0,0,0,0
32564,2005-08-28 09:00:00,,,,,,0,0,0,0,0
32567,2005-08-28 12:00:00,,,,,,0,0,0,0,0
32570,2005-08-28 15:00:00,,,,,,0,0,0,0,0
32573,2005-08-28 18:00:00,,,,,,0,0,0,0,0
32576,2005-08-28 21:00:00,,,,,,0,0,0,0,0
32579,2005-08-29 00:00:00,,,,,,0,0,0,0,0
32582,2005-08-29 03:00:00,,,,,,0,0,0,0,0
32585,2005-08-29 06:00:00,,,,,,0,0,0,0,0
32588,2005-08-29 09:00:00,,,,,,0,0,0,0,0
32591,2005-08-29 12:00:00,,,,,,0,0,0,0,0
32594,2005-08-29 15:00:00,,,,,,0,0,0,0,0
32597,2005-08-29 18:00:00,,,,,,0,0,0,0,0
32600,2005-08-29 21:00:00,,,,,,0,0,0,0,0
32603,2005-08-30 00:00:00,,,,,,0,0,0,0,0
32606,2005-08-30 03:00:00,,,,,,0,0,0,0,0
32609,2005-08-30 06:00:00,,,,,,0,0,0,0,0
32612,2005-08-30 09:00:00,,,,,,0,0,0,0,0
32615,2005-08-30 12:00:00,,,,,,0,0,0,0,0
32618,2005-08-30 15:00:00,,,,,,0,0,0,0,0
32621,2005-08-30 18:00:00,,,,,,0,0,0,0,0
32624,2005-08-30 21:00:00,,,,,,0,0,0,0,0
32627,2005-08-31 00:00:00,,,,,,0,0,0,0,0
32630,2005-08-31 03:00:00,,,,,,0,0,0,0,0
32633,2005-08-31 06:00:00,,,,,,0,0,0,0,0
32636,2005-08-31 09:00:00,,,,,,0,0,0,0,0
32639,2005-08-31 12:00:00,,,,,,0,0,0,0,0
32642,2005-08-31 15:00:00,,,,,,0,0,0,0,0
32645,2005-08-31 18:00:00,,,,,,0,0,0,0,0
32648,2005-08-31 21:00:00,,,,,,0,0,0,0,0
32651,2005-09-01 00:00:00,,,,,,0,0,0,0,0
32654,2005-09-01 03:00:00,,,,,,0,0,0,0,0
32657,2005-09-01 06:00:00,,,,,,0,0,0,0,0
32660,2005-09-01 09:00:00,,,,,,0,0,0,0,0
32663,2005-09-01 12:00:00,,,,,,0,0,0,0,0
32666,2005-09-01 15:00:00,,,,,,0,0,0,0,0
32669,2005-09-01 18:00:00,,,,,,0,0,0,0,0
32672,2005-09-01 21:00:00,,,,,,0,0,0,0,0
32675,2005-09-02 00:00:00,,,,,,0,0,0,0,0
32678,2005-09-02 03:00:00,,,,,,0,0,0,0,0
32681,2005-09-02 06:00:00,,,,,,0,0,0,0,0
32684,2005-09-02 09:00:00,,,,,,0,0,0,0,0
32687,2005-09-02 12:00:00,,,,,,0,0,0,0,0
32690,2005-09-02 15:00:00,,,,,,0,0,0,0,0
32693,2005-09-02 18:00:00,,,,,,0,0,0,0,0
32696,2005-09-02 21:00:00,,,,,,0,0,0,0,0
32699,2005-09-03 00:00:00,,,,,,0,0,0,0,0
32702,2005-09-03 03:00:00,,,,,,0,0,0,0,0
32705,2005-09-03 06:00:00,,,,,,0,0,0,0,0
32708,2005-09-03 09:00:00,,,,,,0,0,0,0,0
32711,2005-09-03 12:00:00,,,,,,0,0,0,0,0
32714,2005-09-03 15:00:00,,,,,,0,0,0,0,0
32717,2005-09-03 18:00:00,,,,,,0,0,0,0,0
32720,2005-09-03 21:00:00,,,,,,0,0,0,0,0
