,date,temp,dir,vel,hr,skt,temp_byers,dir_byers,vel_byers,hr_byers,skt_byers
1,2001-12-10 18:00:00,0.3,59.0,5.5,91.8,0.84,0,0,0,0,0
4,2001-12-10 21:00:00,-0.92,108.0,8.1,97.3,-0.77,0,0,0,0,0
7,2001-12-11 00:00:00,-0.92,140.0,9.3,96.1,-0.9,0,0,0,0,0
10,2001-12-11 03:00:00,-0.72,219.0,5.1,78.2,-0.96,0,0,0,0,0
13,2001-12-11 06:00:00,-0.75,230.0,9.1,84.7,-1.0,0,0,0,0,0
16,2001-12-11 09:00:00,-0.29,225.0,9.5,77.7,0.13,0,0,0,0,0
19,2001-12-11 12:00:00,0.69,253.0,10.3,81.9,2.67,0,0,0,0,0
22,2001-12-11 15:00:00,1.18,263.0,9.5,83.3,3.68,0,0,0,0,0
25,2001-12-11 18:00:00,1.18,293.0,6.5,89.9,3.38,0,0,0,0,0
28,2001-12-11 21:00:00,0.27,341.0,7.5,96.4,0.48,0,0,0,0,0
31,2001-12-12 00:00:00,1.26,284.0,6.4,96.8,1.37,0,0,0,0,0
34,2001-12-12 03:00:00,1.19,278.0,10.2,97.4,1.25,0,0,0,0,0
37,2001-12-12 06:00:00,0.86,259.0,8.6,97.2,1.26,0,0,0,0,0
40,2001-12-12 09:00:00,1.32,273.0,7.6,96.7,1.87,0,0,0,0,0
43,2001-12-12 12:00:00,1.25,299.0,6.4,97.1,1.97,0,0,0,0,0
46,2001-12-12 15:00:00,2.76,280.0,10.2,95.5,3.78,0,0,0,0,0
49,2001-12-12 18:00:00,2.36,287.0,8.6,95.8,3.45,0,0,0,0,0
52,2001-12-12 21:00:00,1.09,303.0,7.2,97.2,1.33,0,0,0,0,0
55,2001-12-13 00:00:00,0.8,306.0,6.6,97.9,0.87,0,0,0,0,0
58,2001-12-13 03:00:00,1.26,308.0,7.8,98.6,1.28,0,0,0,0,0
61,2001-12-13 06:00:00,2.96,330.0,7.3,97.1,3.07,0,0,0,0,0
64,2001-12-13 09:00:00,3.22,340.0,11.2,87.3,3.58,0,0,0,0,0
67,2001-12-13 12:00:00,3.75,345.0,11.2,91.2,3.9,0,0,0,0,0
70,2001-12-13 15:00:00,2.89,341.0,11.2,95.9,3.14,0,0,0,0,0
73,2001-12-13 18:00:00,2.96,311.0,9.5,95.6,3.14,0,0,0,0,0
76,2001-12-13 21:00:00,2.47,313.0,8.7,93.0,2.59,0,0,0,0,0
79,2001-12-14 00:00:00,1.59,296.0,10.0,92.8,1.55,0,0,0,0,0
82,2001-12-14 03:00:00,0.83,301.0,9.5,91.4,0.51,0,0,0,0,0
85,2001-12-14 06:00:00,1.72,323.0,15.8,88.8,1.17,0,0,0,0,0
88,2001-12-14 09:00:00,1.26,281.0,14.4,88.3,1.42,0,0,0,0,0
91,2001-12-14 12:00:00,2.73,288.0,15.7,82.4,4.39,0,0,0,0,0
94,2001-12-14 15:00:00,3.29,288.0,12.6,80.1,5.65,0,0,0,0,0
97,2001-12-14 18:00:00,1.12,304.0,7.4,92.4,1.64,0,0,0,0,0
100,2001-12-14 21:00:00,2.21,294.0,12.4,94.4,2.35,0,0,0,0,0
103,2001-12-15 00:00:00,2.18,294.0,12.6,95.0,2.13,0,0,0,0,0
106,2001-12-15 03:00:00,2.04,296.0,13.1,97.0,2.08,0,0,0,0,0
109,2001-12-15 06:00:00,1.06,271.0,12.6,93.1,1.22,0,0,0,0,0
112,2001-12-15 09:00:00,1.65,281.0,13.0,87.7,2.64,0,0,0,0,0
115,2001-12-15 12:00:00,2.76,284.0,9.4,83.5,5.06,0,0,0,0,0
118,2001-12-15 15:00:00,2.89,297.0,7.4,87.8,6.12,0,0,0,0,0
121,2001-12-15 18:00:00,0.04,332.0,5.9,95.0,0.13,0,0,0,0,0
124,2001-12-15 21:00:00,1.65,326.0,7.9,96.9,1.47,0,0,0,0,0
127,2001-12-16 00:00:00,1.52,303.0,9.8,97.6,1.56,0,0,0,0,0
130,2001-12-16 03:00:00,0.63,283.0,6.8,97.9,0.73,0,0,0,0,0
133,2001-12-16 06:00:00,-0.55,230.0,13.1,96.5,-0.43,0,0,0,0,0
136,2001-12-16 09:00:00,0.76,256.0,11.6,91.3,1.81,0,0,0,0,0
139,2001-12-16 12:00:00,0.73,256.0,12.5,86.5,1.47,0,0,0,0,0
142,2001-12-16 15:00:00,0.17,240.0,9.0,84.4,0.48,0,0,0,0,0
145,2001-12-16 18:00:00,0.59,260.0,10.4,86.5,1.79,0,0,0,0,0
148,2001-12-16 21:00:00,0.3,259.0,10.2,97.7,0.5,0,0,0,0,0
151,2001-12-17 00:00:00,-0.13,253.0,11.2,89.7,-0.11,0,0,0,0,0
154,2001-12-17 03:00:00,0.7,283.0,12.1,94.4,0.56,0,0,0,0,0
157,2001-12-17 06:00:00,0.8,274.0,11.2,96.4,0.82,0,0,0,0,0
160,2001-12-17 09:00:00,0.93,279.0,11.3,94.9,1.12,0,0,0,0,0
163,2001-12-17 12:00:00,0.99,281.0,12.0,94.7,1.4,0,0,0,0,0
166,2001-12-17 15:00:00,1.45,276.0,11.7,93.9,2.1,0,0,0,0,0
169,2001-12-17 18:00:00,1.38,290.0,7.0,94.4,1.95,0,0,0,0,0
172,2001-12-17 21:00:00,0.76,279.0,6.5,96.4,0.96,0,0,0,0,0
175,2001-12-18 00:00:00,-0.03,260.0,3.5,97.9,0.14,0,0,0,0,0
178,2001-12-18 03:00:00,-0.19,42.0,1.4,98.0,-0.12,0,0,0,0,0
181,2001-12-18 06:00:00,0.17,75.0,3.1,95.9,0.65,0,0,0,0,0
184,2001-12-18 09:00:00,-0.42,101.0,5.9,97.5,-0.29,0,0,0,0,0
187,2001-12-18 12:00:00,-0.22,112.0,6.2,98.1,0.05,0,0,0,0,0
190,2001-12-18 15:00:00,0.14,112.0,6.1,98.3,0.81,0,0,0,0,0
193,2001-12-18 18:00:00,-0.29,110.0,7.3,98.5,-0.27,0,0,0,0,0
196,2001-12-18 21:00:00,-0.52,165.0,7.1,98.4,-0.54,0,0,0,0,0
199,2001-12-19 00:00:00,-0.55,189.0,9.8,98.5,-0.54,0,0,0,0,0
202,2001-12-19 03:00:00,-1.08,228.0,9.0,98.2,-1.06,0,0,0,0,0
205,2001-12-19 06:00:00,-1.34,243.0,12.1,95.3,-1.37,0,0,0,0,0
208,2001-12-19 09:00:00,-0.16,255.0,9.9,93.5,-0.16,0,0,0,0,0
211,2001-12-19 12:00:00,0.96,261.0,11.2,90.9,2.6,0,0,0,0,0
214,2001-12-19 15:00:00,1.15,270.0,11.6,94.4,2.65,0,0,0,0,0
217,2001-12-19 18:00:00,1.87,271.0,9.7,85.4,3.67,0,0,0,0,0
220,2001-12-19 21:00:00,0.4,310.0,5.0,90.0,0.68,0,0,0,0,0
223,2001-12-20 00:00:00,-0.16,20.0,6.9,97.5,-0.26,0,0,0,0,0
226,2001-12-20 03:00:00,0.73,319.0,7.3,98.0,0.54,0,0,0,0,0
229,2001-12-20 06:00:00,0.47,305.0,8.5,97.8,0.57,0,0,0,0,0
232,2001-12-20 09:00:00,1.32,291.0,9.6,92.7,2.03,0,0,0,0,0
235,2001-12-20 12:00:00,1.25,304.0,7.4,96.0,2.25,0,0,0,0,0
238,2001-12-20 15:00:00,0.27,304.0,7.0,97.5,1.17,0,0,0,0,0
241,2001-12-20 18:00:00,0.67,252.0,8.0,95.9,0.85,0,0,0,0,0
244,2001-12-20 21:00:00,-0.03,262.0,13.7,87.6,-0.04,0,0,0,0,0
247,2001-12-21 00:00:00,-0.32,260.0,12.0,78.9,-0.51,0,0,0,0,0
250,2001-12-21 03:00:00,-0.45,284.0,7.9,82.5,-0.73,0,0,0,0,0
253,2001-12-21 06:00:00,0.4,327.0,4.8,90.6,0.61,0,0,0,0,0
256,2001-12-21 09:00:00,-0.19,359.0,8.4,97.8,-0.29,0,0,0,0,0
259,2001-12-21 12:00:00,1.69,296.0,14.3,94.0,2.21,0,0,0,0,0
262,2001-12-21 15:00:00,2.5,285.0,11.8,86.3,3.45,0,0,0,0,0
265,2001-12-21 18:00:00,2.07,295.0,11.2,88.2,3.4,0,0,0,0,0
268,2001-12-21 21:00:00,1.29,313.0,10.2,91.6,1.38,0,0,0,0,0
271,2001-12-22 00:00:00,0.14,354.0,5.4,96.2,-0.14,0,0,0,0,0
274,2001-12-22 03:00:00,0.17,8.0,6.7,98.0,-0.23,0,0,0,0,0
277,2001-12-22 06:00:00,1.03,341.0,7.7,93.8,0.81,0,0,0,0,0
280,2001-12-22 09:00:00,0.67,320.0,5.1,96.3,0.96,0,0,0,0,0
283,2001-12-22 12:00:00,1.23,283.0,5.3,97.6,2.17,0,0,0,0,0
286,2001-12-22 15:00:00,0.9,228.0,10.0,93.4,1.22,0,0,0,0,0
289,2001-12-22 18:00:00,0.4,260.0,9.5,95.4,1.04,0,0,0,0,0
292,2001-12-22 21:00:00,0.5,263.0,7.7,94.8,0.71,0,0,0,0,0
295,2001-12-23 00:00:00,0.2,240.0,9.5,85.5,-0.06,0,0,0,0,0
298,2001-12-23 03:00:00,-0.09,250.0,9.5,75.4,-0.38,0,0,0,0,0
301,2001-12-23 06:00:00,0.01,252.0,8.5,78.7,-0.13,0,0,0,0,0
304,2001-12-23 09:00:00,0.7,260.0,10.6,82.2,2.29,0,0,0,0,0
307,2001-12-23 12:00:00,1.32,266.0,10.9,80.0,3.4,0,0,0,0,0
310,2001-12-23 15:00:00,2.07,277.0,7.9,80.2,5.03,0,0,0,0,0
313,2001-12-23 18:00:00,1.8,316.0,5.4,89.0,3.31,0,0,0,0,0
316,2001-12-23 21:00:00,0.27,0.0,5.6,97.0,0.27,0,0,0,0,0
319,2001-12-24 00:00:00,1.09,314.0,6.7,97.7,1.1,0,0,0,0,0
322,2001-12-24 03:00:00,1.06,326.0,7.3,97.6,1.01,0,0,0,0,0
325,2001-12-24 06:00:00,1.29,341.0,7.3,94.8,1.26,0,0,0,0,0
328,2001-12-24 09:00:00,1.46,16.0,10.3,95.2,1.55,0,0,0,0,0
331,2001-12-24 12:00:00,1.32,8.0,10.5,95.0,1.27,0,0,0,0,0
334,2001-12-24 15:00:00,2.4,287.0,8.7,93.1,3.42,0,0,0,0,0
337,2001-12-24 18:00:00,2.82,273.0,10.0,86.8,4.1,0,0,0,0,0
340,2001-12-24 21:00:00,0.76,258.0,9.7,88.7,0.78,0,0,0,0,0
343,2001-12-25 00:00:00,0.11,262.0,10.8,79.9,-0.39,0,0,0,0,0
346,2001-12-25 03:00:00,-0.03,276.0,11.6,81.6,-0.52,0,0,0,0,0
349,2001-12-25 06:00:00,0.44,296.0,6.3,85.4,0.62,0,0,0,0,0
352,2001-12-25 09:00:00,-0.09,9.0,7.6,97.1,-0.3,0,0,0,0,0
355,2001-12-25 12:00:00,2.11,324.0,13.2,93.3,2.47,0,0,0,0,0
358,2001-12-25 15:00:00,2.08,321.0,11.7,95.1,2.23,0,0,0,0,0
361,2001-12-25 18:00:00,0.6,337.0,9.3,95.3,0.28,0,0,0,0,0
364,2001-12-25 21:00:00,2.15,329.0,10.6,89.8,1.98,0,0,0,0,0
367,2001-12-26 00:00:00,1.55,321.0,12.7,89.0,1.32,0,0,0,0,0
370,2001-12-26 03:00:00,0.6,304.0,11.7,95.1,0.47,0,0,0,0,0
373,2001-12-26 06:00:00,-0.19,284.0,11.5,88.9,-0.41,0,0,0,0,0
376,2001-12-26 09:00:00,-0.06,266.0,13.6,88.1,0.18,0,0,0,0,0
379,2001-12-26 12:00:00,1.32,260.0,11.3,77.5,2.56,0,0,0,0,0
382,2001-12-26 15:00:00,1.41,260.0,10.0,78.2,3.52,0,0,0,0,0
385,2001-12-26 18:00:00,1.38,271.0,9.4,75.6,3.12,0,0,0,0,0
388,2001-12-26 21:00:00,-0.1,301.0,5.4,73.4,0.18,0,0,0,0,0
391,2001-12-27 00:00:00,-0.92,355.0,3.4,85.9,-1.32,0,0,0,0,0
394,2001-12-27 03:00:00,-0.22,37.0,7.7,90.0,-0.46,0,0,0,0,0
397,2001-12-27 06:00:00,-0.09,38.0,8.5,97.3,-0.34,0,0,0,0,0
400,2001-12-27 09:00:00,0.7,360.0,6.2,97.2,1.2,0,0,0,0,0
403,2001-12-27 12:00:00,1.06,354.0,6.1,97.6,1.88,0,0,0,0,0
406,2001-12-27 15:00:00,0.7,5.0,6.0,98.0,1.41,0,0,0,0,0
409,2001-12-27 18:00:00,0.86,21.0,5.6,98.1,1.07,0,0,0,0,0
412,2001-12-27 21:00:00,-0.13,3.0,2.6,98.3,-0.28,0,0,0,0,0
415,2001-12-28 00:00:00,0.2,321.0,3.0,98.3,0.0,0,0,0,0,0
418,2001-12-28 03:00:00,-1.54,301.0,4.5,98.5,-1.32,0,0,0,0,0
421,2001-12-28 06:00:00,-0.82,302.0,2.8,98.4,-0.29,0,0,0,0,0
424,2001-12-28 09:00:00,0.9,285.0,1.6,98.3,2.59,0,0,0,0,0
427,2001-12-28 12:00:00,1.15,260.0,7.2,95.9,3.51,0,0,0,0,0
430,2001-12-28 15:00:00,1.32,262.0,6.6,91.8,3.08,0,0,0,0,0
433,2001-12-28 18:00:00,1.21,265.0,7.6,87.8,3.11,0,0,0,0,0
436,2001-12-28 21:00:00,0.27,275.0,7.5,88.9,0.63,0,0,0,0,0
439,2001-12-29 00:00:00,-0.55,283.0,5.5,87.8,-0.43,0,0,0,0,0
442,2001-12-29 03:00:00,-0.22,332.0,3.2,83.5,-0.33,0,0,0,0,0
445,2001-12-29 06:00:00,0.17,34.0,7.0,81.3,0.45,0,0,0,0,0
448,2001-12-29 09:00:00,0.3,45.0,11.6,90.5,0.51,0,0,0,0,0
451,2001-12-29 12:00:00,0.2,52.0,13.0,95.4,0.19,0,0,0,0,0
454,2001-12-29 15:00:00,2.38,359.0,6.9,96.9,2.82,0,0,0,0,0
457,2001-12-29 18:00:00,3.32,307.0,9.1,89.2,4.62,0,0,0,0,0
460,2001-12-29 21:00:00,2.5,346.0,7.1,87.3,2.96,0,0,0,0,0
463,2001-12-30 00:00:00,1.09,6.0,7.8,93.5,0.93,0,0,0,0,0
466,2001-12-30 03:00:00,0.34,35.0,6.5,97.5,0.14,0,0,0,0,0
469,2001-12-30 06:00:00,0.63,92.0,3.5,95.8,0.59,0,0,0,0,0
472,2001-12-30 09:00:00,1.13,140.0,7.0,96.4,1.49,0,0,0,0,0
475,2001-12-30 12:00:00,2.51,187.0,4.6,93.2,5.09,0,0,0,0,0
478,2001-12-30 15:00:00,2.5,265.0,7.9,86.0,5.08,0,0,0,0,0
481,2001-12-30 18:00:00,2.1,263.0,9.8,84.0,3.84,0,0,0,0,0
484,2001-12-30 21:00:00,1.08,261.0,9.4,90.9,1.57,0,0,0,0,0
487,2001-12-31 00:00:00,-0.32,260.0,8.1,96.1,-0.21,0,0,0,0,0
490,2001-12-31 03:00:00,-0.29,264.0,8.6,91.1,-0.45,0,0,0,0,0
493,2001-12-31 06:00:00,0.2,274.0,4.6,90.8,0.75,0,0,0,0,0
496,2001-12-31 09:00:00,1.02,0.0,4.7,84.9,3.03,0,0,0,0,0
499,2001-12-31 12:00:00,2.17,18.0,8.8,81.2,3.7,0,0,0,0,0
502,2001-12-31 15:00:00,2.33,40.0,9.6,88.1,3.99,0,0,0,0,0
505,2001-12-31 18:00:00,2.3,38.0,10.9,86.3,2.79,0,0,0,0,0
508,2001-12-31 21:00:00,2.67,37.0,14.3,82.1,2.61,0,0,0,0,0
511,2002-01-01 00:00:00,1.98,39.0,15.5,91.9,1.9,0,0,0,0,0
514,2002-01-01 03:00:00,2.34,37.0,14.2,90.0,2.14,0,0,0,0,0
517,2002-01-01 06:00:00,2.61,38.0,13.4,87.4,2.43,0,0,0,0,0
520,2002-01-01 09:00:00,1.82,34.0,12.8,95.3,1.77,0,0,0,0,0
523,2002-01-01 12:00:00,2.51,19.0,12.8,96.6,2.42,0,0,0,0,0
526,2002-01-01 15:00:00,2.28,359.0,8.6,96.7,2.37,0,0,0,0,0
529,2002-01-01 18:00:00,1.59,305.0,4.8,97.7,2.05,0,0,0,0,0
532,2002-01-01 21:00:00,0.86,272.0,4.9,97.7,1.16,0,0,0,0,0
535,2002-01-02 00:00:00,-0.19,311.0,4.2,98.3,-0.16,0,0,0,0,0
538,2002-01-02 03:00:00,0.3,327.0,4.1,98.5,0.26,0,0,0,0,0
541,2002-01-02 06:00:00,0.83,359.0,4.9,98.5,0.86,0,0,0,0,0
544,2002-01-02 09:00:00,2.34,16.0,5.0,98.4,3.47,0,0,0,0,0
547,2002-01-02 12:00:00,2.23,2.0,6.0,97.0,4.03,0,0,0,0,0
550,2002-01-02 15:00:00,3.29,6.0,4.4,95.3,5.81,0,0,0,0,0
553,2002-01-02 18:00:00,2.43,6.0,4.8,96.0,4.04,0,0,0,0,0
556,2002-01-02 21:00:00,0.88,9.0,4.9,97.2,1.23,0,0,0,0,0
559,2002-01-03 00:00:00,1.72,326.0,5.7,92.6,1.62,0,0,0,0,0
562,2002-01-03 03:00:00,1.49,3.0,3.9,93.6,1.42,0,0,0,0,0
565,2002-01-03 06:00:00,1.95,343.0,6.8,92.7,1.99,0,0,0,0,0
568,2002-01-03 09:00:00,2.8,337.0,7.2,90.7,3.57,0,0,0,0,0
571,2002-01-03 12:00:00,3.88,324.0,8.2,85.0,5.51,0,0,0,0,0
574,2002-01-03 15:00:00,3.38,356.0,8.5,88.3,4.68,0,0,0,0,0
577,2002-01-03 18:00:00,1.82,2.0,5.5,95.5,2.02,0,0,0,0,0
580,2002-01-03 21:00:00,1.36,10.0,5.8,97.0,1.69,0,0,0,0,0
583,2002-01-04 00:00:00,0.8,349.0,7.3,98.0,0.76,0,0,0,0,0
586,2002-01-04 03:00:00,0.93,349.0,6.0,98.1,0.89,0,0,0,0,0
589,2002-01-04 06:00:00,1.62,334.0,6.8,92.0,1.62,0,0,0,0,0
592,2002-01-04 09:00:00,1.78,321.0,7.6,91.6,2.54,0,0,0,0,0
595,2002-01-04 12:00:00,2.59,319.0,7.3,90.2,4.01,0,0,0,0,0
598,2002-01-04 15:00:00,3.61,321.0,5.4,73.3,5.98,0,0,0,0,0
601,2002-01-04 18:00:00,1.61,13.0,6.3,93.6,2.56,0,0,0,0,0
604,2002-01-04 21:00:00,0.57,28.0,6.5,97.5,0.59,0,0,0,0,0
607,2002-01-05 00:00:00,0.04,21.0,7.1,98.0,-0.16,0,0,0,0,0
610,2002-01-05 03:00:00,1.39,330.0,5.9,96.5,1.18,0,0,0,0,0
613,2002-01-05 06:00:00,1.09,9.0,6.3,97.5,1.09,0,0,0,0,0
616,2002-01-05 09:00:00,1.79,16.0,6.5,97.6,2.14,0,0,0,0,0
619,2002-01-05 12:00:00,2.24,316.0,6.8,97.4,3.01,0,0,0,0,0
622,2002-01-05 15:00:00,2.14,295.0,9.9,94.7,2.93,0,0,0,0,0
625,2002-01-05 18:00:00,1.81,301.0,7.9,95.4,2.34,0,0,0,0,0
628,2002-01-05 21:00:00,1.26,314.0,6.7,96.6,1.48,0,0,0,0,0
631,2002-01-06 00:00:00,0.96,311.0,5.8,97.9,0.89,0,0,0,0,0
634,2002-01-06 03:00:00,1.03,306.0,5.9,98.1,0.93,0,0,0,0,0
637,2002-01-06 06:00:00,1.03,297.0,6.2,98.0,1.06,0,0,0,0,0
640,2002-01-06 09:00:00,1.26,293.0,8.9,92.3,2.41,0,0,0,0,0
643,2002-01-06 12:00:00,2.04,284.0,9.1,90.1,3.61,0,0,0,0,0
646,2002-01-06 15:00:00,2.03,275.0,9.6,84.4,3.76,0,0,0,0,0
649,2002-01-06 18:00:00,1.54,296.0,10.1,88.3,2.39,0,0,0,0,0
652,2002-01-06 21:00:00,0.83,291.0,7.8,85.2,1.24,0,0,0,0,0
655,2002-01-07 00:00:00,0.57,335.0,2.9,80.8,0.53,0,0,0,0,0
658,2002-01-07 03:00:00,0.37,18.0,2.4,85.2,0.32,0,0,0,0,0
661,2002-01-07 06:00:00,0.24,34.0,5.8,94.5,0.19,0,0,0,0,0
664,2002-01-07 09:00:00,1.32,57.0,6.4,90.2,1.65,0,0,0,0,0
667,2002-01-07 12:00:00,2.96,81.0,4.3,87.2,4.07,0,0,0,0,0
670,2002-01-07 15:00:00,4.37,37.0,7.3,86.0,6.99,0,0,0,0,0
673,2002-01-07 18:00:00,2.53,48.0,6.0,91.7,3.2,0,0,0,0,0
676,2002-01-07 21:00:00,1.22,113.0,6.8,95.6,1.39,0,0,0,0,0
679,2002-01-08 00:00:00,0.8,106.0,13.3,91.4,0.45,0,0,0,0,0
682,2002-01-08 03:00:00,-0.13,135.0,9.6,97.9,-0.31,0,0,0,0,0
685,2002-01-08 06:00:00,-0.26,139.0,8.3,98.5,-0.31,0,0,0,0,0
688,2002-01-08 09:00:00,-0.13,186.0,6.3,98.5,-0.3,0,0,0,0,0
691,2002-01-08 12:00:00,0.93,252.0,5.6,95.7,0.78,0,0,0,0,0
694,2002-01-08 15:00:00,1.22,266.0,7.8,93.2,1.75,0,0,0,0,0
697,2002-01-08 18:00:00,1.29,260.0,7.8,91.0,1.84,0,0,0,0,0
700,2002-01-08 21:00:00,1.25,276.0,5.1,89.5,1.28,0,0,0,0,0
703,2002-01-09 00:00:00,0.8,265.0,5.2,91.0,0.53,0,0,0,0,0
706,2002-01-09 03:00:00,0.44,249.0,4.1,92.1,0.16,0,0,0,0,0
709,2002-01-09 06:00:00,0.57,270.0,4.9,85.7,0.52,0,0,0,0,0
712,2002-01-09 09:00:00,0.86,273.0,4.3,83.5,1.42,0,0,0,0,0
715,2002-01-09 12:00:00,1.71,310.0,3.4,71.7,3.76,0,0,0,0,0
718,2002-01-09 15:00:00,1.94,266.0,2.6,76.8,4.96,0,0,0,0,0
721,2002-01-09 18:00:00,2.2,256.0,2.5,72.4,5.13,0,0,0,0,0
724,2002-01-09 21:00:00,1.44,270.0,2.2,76.0,2.04,0,0,0,0,0
727,2002-01-10 00:00:00,1.13,22.0,1.9,83.1,1.16,0,0,0,0,0
730,2002-01-10 03:00:00,1.42,327.0,3.7,91.0,1.51,0,0,0,0,0
733,2002-01-10 06:00:00,1.55,10.0,5.8,91.2,1.66,0,0,0,0,0
736,2002-01-10 09:00:00,0.96,36.0,8.1,96.4,1.18,0,0,0,0,0
739,2002-01-10 12:00:00,2.7,325.0,5.7,97.1,3.38,0,0,0,0,0
742,2002-01-10 15:00:00,4.14,297.0,9.1,90.2,5.42,0,0,0,0,0
745,2002-01-10 18:00:00,2.79,294.0,9.7,89.9,3.12,0,0,0,0,0
748,2002-01-10 21:00:00,2.71,291.0,10.0,89.6,2.69,0,0,0,0,0
751,2002-01-11 00:00:00,2.31,293.0,9.9,90.0,2.15,0,0,0,0,0
754,2002-01-11 03:00:00,2.02,287.0,9.4,88.4,1.8,0,0,0,0,0
757,2002-01-11 06:00:00,2.31,285.0,9.5,89.5,2.26,0,0,0,0,0
760,2002-01-11 09:00:00,2.61,300.0,7.3,90.1,3.33,0,0,0,0,0
763,2002-01-11 12:00:00,3.02,285.0,8.0,90.1,4.47,0,0,0,0,0
766,2002-01-11 15:00:00,3.52,282.0,5.8,85.9,6.44,0,0,0,0,0
769,2002-01-11 18:00:00,,,,,,0,0,0,0,0
772,2002-01-11 21:00:00,,,,,,0,0,0,0,0
775,2002-01-12 00:00:00,,,,,,0,0,0,0,0
778,2002-01-12 03:00:00,,,,,,0,0,0,0,0
781,2002-01-12 06:00:00,,,,,,0,0,0,0,0
784,2002-01-12 09:00:00,,,,,,0,0,0,0,0
787,2002-01-12 12:00:00,,,,,,0,0,0,0,0
790,2002-01-12 15:00:00,,,,,,0,0,0,0,0
793,2002-01-12 18:00:00,,,,,,0,0,0,0,0
796,2002-01-12 21:00:00,,,,,,0,0,0,0,0
799,2002-01-13 00:00:00,,,,,,0,0,0,0,0
802,2002-01-13 03:00:00,,,,,,0,0,0,0,0
805,2002-01-13 06:00:00,,,,,,0,0,0,0,0
808,2002-01-13 09:00:00,,,,,,0,0,0,0,0
811,2002-01-13 12:00:00,,,,,,0,0,0,0,0
814,2002-01-13 15:00:00,,,,,,0,0,0,0,0
817,2002-01-13 18:00:00,,,,,,0,0,0,0,0
820,2002-01-13 21:00:00,,,,,,0,0,0,0,0
823,2002-01-14 00:00:00,,,,,,0,0,0,0,0
826,2002-01-14 03:00:00,,,,,,0,0,0,0,0
829,2002-01-14 06:00:00,,,,,,0,0,0,0,0
832,2002-01-14 09:00:00,,,,,,0,0,0,0,0
835,2002-01-14 12:00:00,,,,,,0,0,0,0,0
838,2002-01-14 15:00:00,,,,,,0,0,0,0,0
841,2002-01-14 18:00:00,,,,,,0,0,0,0,0
844,2002-01-14 21:00:00,,,,,,0,0,0,0,0
847,2002-01-15 00:00:00,,,,,,0,0,0,0,0
850,2002-01-15 03:00:00,,,,,,0,0,0,0,0
853,2002-01-15 06:00:00,,,,,,0,0,0,0,0
856,2002-01-15 09:00:00,,,,,,0,0,0,0,0
859,2002-01-15 12:00:00,,,,,,0,0,0,0,0
862,2002-01-15 15:00:00,,,,,,0,0,0,0,0
865,2002-01-15 18:00:00,,,,,,0,0,0,0,0
868,2002-01-15 21:00:00,,,,,,0,0,0,0,0
871,2002-01-16 00:00:00,,,,,,0,0,0,0,0
874,2002-01-16 03:00:00,,,,,,0,0,0,0,0
877,2002-01-16 06:00:00,,,,,,0,0,0,0,0
880,2002-01-16 09:00:00,,,,,,0,0,0,0,0
883,2002-01-16 12:00:00,,,,,,0,0,0,0,0
886,2002-01-16 15:00:00,,,,,,0,0,0,0,0
889,2002-01-16 18:00:00,,,,,,0,0,0,0,0
892,2002-01-16 21:00:00,,,,,,0,0,0,0,0
895,2002-01-17 00:00:00,,,,,,0,0,0,0,0
898,2002-01-17 03:00:00,,,,,,0,0,0,0,0
901,2002-01-17 06:00:00,,,,,,0,0,0,0,0
904,2002-01-17 09:00:00,,,,,,0,0,0,0,0
907,2002-01-17 12:00:00,,,,,,0,0,0,0,0
910,2002-01-17 15:00:00,,,,,,0,0,0,0,0
913,2002-01-17 18:00:00,,,,,,0,0,0,0,0
916,2002-01-17 21:00:00,,,,,,0,0,0,0,0
919,2002-01-18 00:00:00,,,,,,0,0,0,0,0
922,2002-01-18 03:00:00,,,,,,0,0,0,0,0
925,2002-01-18 06:00:00,,,,,,0,0,0,0,0
928,2002-01-18 09:00:00,,,,,,0,0,0,0,0
931,2002-01-18 12:00:00,,,,,,0,0,0,0,0
934,2002-01-18 15:00:00,,,,,,0,0,0,0,0
937,2002-01-18 18:00:00,,,,,,0,0,0,0,0
940,2002-01-18 21:00:00,,,,,,0,0,0,0,0
943,2002-01-19 00:00:00,,,,,,0,0,0,0,0
946,2002-01-19 03:00:00,,,,,,0,0,0,0,0
949,2002-01-19 06:00:00,,,,,,0,0,0,0,0
952,2002-01-19 09:00:00,,,,,,0,0,0,0,0
955,2002-01-19 12:00:00,,,,,,0,0,0,0,0
958,2002-01-19 15:00:00,,,,,,0,0,0,0,0
961,2002-01-19 18:00:00,,,,,,0,0,0,0,0
964,2002-01-19 21:00:00,,,,,,0,0,0,0,0
967,2002-01-20 00:00:00,,,,,,0,0,0,0,0
970,2002-01-20 03:00:00,,,,,,0,0,0,0,0
973,2002-01-20 06:00:00,,,,,,0,0,0,0,0
976,2002-01-20 09:00:00,,,,,,0,0,0,0,0
979,2002-01-20 12:00:00,,,,,,0,0,0,0,0
982,2002-01-20 15:00:00,,,,,,0,0,0,0,0
985,2002-01-20 18:00:00,,,,,,0,0,0,0,0
988,2002-01-20 21:00:00,,,,,,0,0,0,0,0
991,2002-01-21 00:00:00,,,,,,0,0,0,0,0
994,2002-01-21 03:00:00,,,,,,0,0,0,0,0
997,2002-01-21 06:00:00,,,,,,0,0,0,0,0
1000,2002-01-21 09:00:00,,,,,,0,0,0,0,0
