date,temp,skt,dir,vel,hr,prec,pres,temp_jci,skt_jci,dir_jci,vel_jci,hr_jci,prec_jci,pres_jci
2008-10-02 00:00:00+00:00,3.7,0.8,54.0,8.2,76.0,0.0,978.4,1,1,1,1,1,1,1
2008-10-02 03:00:00+00:00,2.3,0.8,70.0,9.0,80.0,0.0,973.2,1,1,1,1,1,1,1
2008-10-02 06:00:00+00:00,0.8,0.7000000000000001,74.0,12.2,87.0,0.0,966.6,1,1,1,1,1,1,1
2008-10-02 09:00:00+00:00,-0.7000000000000001,0.7000000000000001,66.0,14.1,99.0,0.0,961.1,1,1,1,1,1,1,1
2008-10-02 12:00:00+00:00,-1.7000000000000002,1.5,66.0,15.0,99.0,0.0,959.2,1,1,1,1,1,1,1
2008-10-02 15:00:00+00:00,-2.6,1.1,65.0,13.1,98.0,0.0,959.0,1,1,1,1,1,1,1
2008-10-02 18:00:00+00:00,-3.2,0.2,62.0,11.0,97.0,0.0,958.1,1,1,1,1,1,1,1
2008-10-02 21:00:00+00:00,-3.1,-0.1,118.0,4.0,97.0,0.0,959.1,1,1,1,1,1,1,1
2008-10-03 00:00:00+00:00,-4.4,-1.1,46.0,6.7,95.0,0.0,963.3,1,1,1,1,1,1,1
2008-10-03 03:00:00+00:00,-4.6,-1.9,309.0,4.3,95.0,0.0,968.5,1,1,1,1,1,1,1
2008-10-03 06:00:00+00:00,-4.8,-1.7000000000000002,352.0,3.6,94.0,0.0,972.6,1,1,1,1,1,1,1
2008-10-03 09:00:00+00:00,-4.7,-0.7000000000000001,13.0,6.4,95.0,0.0,974.1,1,1,1,1,1,1,1
2008-10-03 12:00:00+00:00,-3.1,0.1,26.0,6.3,94.0,0.0,973.8,1,1,1,1,1,1,1
2008-10-03 15:00:00+00:00,-2.2,0.6000000000000001,308.0,2.4,94.0,0.0,974.6,1,1,1,1,1,1,1
2008-10-03 18:00:00+00:00,-2.0,0.9,128.0,3.0,93.0,0.0,975.1,1,1,1,1,1,1,1
2008-10-03 21:00:00+00:00,-3.0,0.2,141.0,0.6000000000000001,92.0,0.0,976.3,1,1,1,1,1,1,1
2008-10-04 00:00:00+00:00,-3.9,-0.3,86.0,3.8,85.0,0.0,977.6,1,1,1,1,1,1,1
2008-10-04 03:00:00+00:00,-5.3,-0.5,96.0,4.3,84.0,0.0,978.3,1,1,1,1,1,1,1
2008-10-04 06:00:00+00:00,-5.0,-1.0,73.0,5.0,84.0,0.0,978.5,1,1,1,1,1,1,1
2008-10-04 09:00:00+00:00,-5.5,-1.0,77.0,7.0,82.0,0.0,978.8,1,1,1,1,1,1,1
2008-10-04 12:00:00+00:00,-5.3,-0.3,69.0,7.1,75.0,0.0,978.8,1,1,1,1,1,1,1
2008-10-04 15:00:00+00:00,-5.7,0.1,91.0,5.6,73.0,0.0,979.2,1,1,1,1,1,1,1
2008-10-04 18:00:00+00:00,-6.3,-0.6000000000000001,72.0,7.3,72.0,0.0,979.7,1,1,1,1,1,1,1
2008-10-04 21:00:00+00:00,-7.0,-1.5,79.0,5.5,72.0,0.0,980.7,1,1,1,1,1,1,1
2008-10-05 00:00:00+00:00,-8.2,-2.1,85.0,5.7,69.0,0.0,982.0,1,1,1,1,1,1,1
2008-10-05 03:00:00+00:00,-8.6,-2.7,63.0,3.8,62.0,0.0,983.3,1,1,1,1,1,1,1
2008-10-05 06:00:00+00:00,-8.6,-3.2,2.0,5.0,68.0,0.0,984.3,1,1,1,1,1,1,1
2008-10-05 09:00:00+00:00,-8.8,-3.0,36.0,2.6,68.0,0.0,985.2,1,1,1,1,1,1,1
2008-10-05 12:00:00+00:00,-6.9,-2.0,324.0,3.9,68.0,0.0,985.3,1,1,1,1,1,1,1
2008-10-05 15:00:00+00:00,-6.1,-2.0,120.0,4.3,88.0,0.0,983.5,1,1,1,1,1,1,1
2008-10-05 18:00:00+00:00,-2.9,-1.8,193.0,7.8,70.0,0.0,984.0,1,1,1,1,1,1,1
2008-10-05 21:00:00+00:00,-3.0,-2.2,197.0,8.1,76.0,0.0,984.6,1,1,1,1,1,1,1
2008-10-06 00:00:00+00:00,-3.7,-3.1,192.0,7.3,71.0,0.0,985.6,1,1,1,1,1,1,1
2008-10-06 03:00:00+00:00,-4.1,-3.2,205.0,5.3,74.0,0.0,986.5,1,1,1,1,1,1,1
2008-10-06 06:00:00+00:00,-4.4,-3.5,204.0,5.9,75.0,0.0,988.4,1,1,1,1,1,1,1
2008-10-06 09:00:00+00:00,-4.3,-3.9,200.0,7.1,78.0,0.0,990.1,1,1,1,1,1,1,1
2008-10-06 12:00:00+00:00,-4.5,-3.4,194.0,10.0,79.0,0.0,992.0,1,1,1,1,1,1,1
2008-10-06 15:00:00+00:00,-3.2,-0.8,204.0,11.8,66.0,0.0,993.9,1,1,1,1,1,1,1
2008-10-06 18:00:00+00:00,-3.0,-2.5,201.0,9.6,65.0,0.0,996.0,1,1,1,1,1,1,1
2008-10-06 21:00:00+00:00,-2.7,-3.8,203.0,8.4,65.0,0.0,997.8,1,1,1,1,1,1,1
2008-10-07 00:00:00+00:00,-2.1,-3.5,215.0,4.3,70.0,0.0,997.0,1,1,1,1,1,1,1
2008-10-07 03:00:00+00:00,-1.6,-2.5,277.0,2.6,75.0,0.0,995.6,1,1,1,1,1,1,1
2008-10-07 06:00:00+00:00,-1.2,-1.8,281.0,2.9,88.0,0.0,992.8,1,1,1,1,1,1,1
2008-10-07 09:00:00+00:00,-0.5,-1.0,315.0,6.5,94.0,0.0,986.5,1,1,1,1,1,1,1
2008-10-07 12:00:00+00:00,0.5,0.5,203.0,3.3,92.0,0.0,985.3,1,1,1,1,1,1,1
2008-10-07 15:00:00+00:00,-0.6000000000000001,1.8,199.0,4.9,90.0,0.0,988.5,1,1,1,1,1,1,1
2008-10-07 18:00:00+00:00,-1.0,1.3,192.0,3.8,91.0,0.0,990.8,1,1,1,1,1,1,1
2008-10-07 21:00:00+00:00,-1.7000000000000002,0.6000000000000001,86.0,1.1,94.0,0.0,990.9,1,1,1,1,1,1,1
2008-10-08 00:00:00+00:00,0.1,0.2,85.0,2.2,90.0,0.0,990.4,1,1,1,1,1,1,1
2008-10-08 03:00:00+00:00,0.3,0.1,346.0,3.3,91.0,0.0,989.9,1,1,1,1,1,1,1
2008-10-08 06:00:00+00:00,0.9,0.2,257.0,2.1,94.0,0.0,989.8,1,1,1,1,1,1,1
2008-10-08 09:00:00+00:00,0.8,0.5,87.0,1.6,95.0,0.0,989.9,1,1,1,1,1,1,1
2008-10-08 12:00:00+00:00,1.4,1.7000000000000002,343.0,1.8,92.0,0.0,989.6,1,1,1,1,1,1,1
2008-10-08 15:00:00+00:00,0.7000000000000001,1.8,352.0,2.9,90.0,0.0,989.7,1,1,1,1,1,1,1
2008-10-08 18:00:00+00:00,0.9,1.3,42.0,1.7000000000000002,92.0,0.0,989.5,1,1,1,1,1,1,1
2008-10-08 21:00:00+00:00,0.3,0.6000000000000001,236.0,0.7000000000000001,93.0,0.0,990.7,1,1,1,1,1,1,1
2008-10-09 00:00:00+00:00,-0.3,0.6000000000000001,232.0,0.5,95.0,0.0,991.6,1,1,1,1,1,1,1
2008-10-09 03:00:00+00:00,-0.9,0.6000000000000001,158.0,1.0,96.0,0.0,992.8,1,1,1,1,1,1,1
2008-10-09 06:00:00+00:00,-0.9,0.6000000000000001,139.0,1.2,96.0,0.0,994.1,1,1,1,1,1,1,1
2008-10-09 09:00:00+00:00,-0.7000000000000001,0.8,236.0,0.5,94.0,0.0,995.2,1,1,1,1,1,1,1
2008-10-09 12:00:00+00:00,-0.3,1.6,117.0,1.2,85.0,0.6000000000000001,995.9,1,1,1,1,1,1,1
2008-10-09 15:00:00+00:00,1.9,2.7,241.0,0.3,76.0,1.6,996.1,1,1,1,1,1,1,1
2008-10-09 18:00:00+00:00,1.2,1.3,281.0,0.5,89.0,0.0,995.4,1,1,1,1,1,1,1
2008-10-09 21:00:00+00:00,1.4,0.7000000000000001,29.0,3.2,90.0,0.9,994.6,1,1,1,1,1,1,1
2008-10-10 00:00:00+00:00,1.1,0.6000000000000001,1.0,4.0,93.0,0.0,993.1,1,1,1,1,1,1,1
2008-10-10 03:00:00+00:00,1.8,0.6000000000000001,60.0,3.0,95.0,0.0,990.5,1,1,1,1,1,1,1
2008-10-10 06:00:00+00:00,1.3,0.6000000000000001,345.0,2.2,91.0,0.0,988.8,1,1,1,1,1,1,1
2008-10-10 09:00:00+00:00,0.5,0.9,348.0,2.8,95.0,2.3,990.1,1,1,1,1,1,1,1
2008-10-10 12:00:00+00:00,1.8,2.0,282.0,3.3,85.0,0.4,991.7,1,1,1,1,1,1,1
2008-10-10 15:00:00+00:00,2.5,3.2,282.0,7.0,84.0,1.8,991.6,1,1,1,1,1,1,1
2008-10-10 18:00:00+00:00,1.3,1.6,301.0,5.0,87.0,0.0,991.2,1,1,1,1,1,1,1
2008-10-10 21:00:00+00:00,0.8,0.7000000000000001,327.0,5.8,89.0,0.0,991.4,1,1,1,1,1,1,1
2008-10-11 00:00:00+00:00,0.4,0.6000000000000001,314.0,8.4,93.0,0.0,989.9,1,1,1,1,1,1,1
2008-10-11 03:00:00+00:00,0.2,0.5,316.0,6.8,95.0,0.0,988.6,1,1,1,1,1,1,1
2008-10-11 06:00:00+00:00,0.0,0.5,221.0,1.9,94.0,0.0,987.7,1,1,1,1,1,1,1
2008-10-11 09:00:00+00:00,-1.0,0.8,289.0,0.8,91.0,3.0,988.8,1,1,1,1,1,1,1
2008-10-11 12:00:00+00:00,0.3,2.9,258.0,2.2,77.0,1.2,989.8,1,1,1,1,1,1,1
2008-10-11 15:00:00+00:00,0.9,3.5,263.0,3.2,76.0,0.0,990.0,1,1,1,1,1,1,1
2008-10-11 18:00:00+00:00,0.0,2.7,190.0,3.4,79.0,0.0,990.6,1,1,1,1,1,1,1
2008-10-11 21:00:00+00:00,-0.6000000000000001,0.2,220.0,2.8,76.0,0.0,991.9,1,1,1,1,1,1,1
2008-10-12 00:00:00+00:00,-0.6000000000000001,-0.2,214.0,3.9,85.0,1.4,992.6,1,1,1,1,1,1,1
2008-10-12 03:00:00+00:00,-0.6000000000000001,0.1,286.0,1.4,90.0,0.0,992.3,1,1,1,1,1,1,1
2008-10-12 06:00:00+00:00,0.0,0.3,279.0,6.1,94.0,0.0,991.0,1,1,1,1,1,1,1
2008-10-12 09:00:00+00:00,-0.5,0.9,345.0,5.4,95.0,0.0,988.1,1,1,1,1,1,1,1
2008-10-12 12:00:00+00:00,-0.3,1.0,330.0,7.4,98.0,0.1,983.3,1,1,1,1,1,1,1
2008-10-12 15:00:00+00:00,0.4,1.0,274.0,4.3,98.0,0.0,981.7,1,1,1,1,1,1,1
2008-10-12 18:00:00+00:00,0.1,1.0,295.0,1.6,98.0,0.0,981.2,1,1,1,1,1,1,1
2008-10-12 21:00:00+00:00,-0.1,0.7000000000000001,275.0,4.3,95.0,0.0,980.6,1,1,1,1,1,1,1
2008-10-13 00:00:00+00:00,0.0,0.6000000000000001,288.0,2.7,87.0,0.0,979.7,1,1,1,1,1,1,1
2008-10-13 03:00:00+00:00,-0.7000000000000001,0.6000000000000001,217.0,1.9,93.0,0.0,979.5,1,1,1,1,1,1,1
2008-10-13 06:00:00+00:00,-1.0,0.5,92.0,0.5,90.0,0.0,979.8,1,1,1,1,1,1,1
2008-10-13 09:00:00+00:00,-0.8,0.8,197.0,0.3,92.0,0.0,981.3,1,1,1,1,1,1,1
2008-10-13 12:00:00+00:00,-1.9,1.1,204.0,5.5,81.0,0.0,983.3,1,1,1,1,1,1,1
2008-10-13 15:00:00+00:00,-2.1,1.4,212.0,4.4,72.0,0.0,985.2,1,1,1,1,1,1,1
2008-10-13 18:00:00+00:00,-2.5,1.1,209.0,5.0,71.0,0.0,986.3,1,1,1,1,1,1,1
2008-10-13 21:00:00+00:00,-3.2,0.4,196.0,4.2,70.0,0.0,986.4,1,1,1,1,1,1,1
2008-10-14 00:00:00+00:00,-3.0,0.1,207.0,2.4,66.0,0.0,986.2,1,1,1,1,1,1,1
2008-10-14 03:00:00+00:00,-3.4,0.0,183.0,1.8,66.0,0.0,985.6,1,1,1,1,1,1,1
2008-10-14 06:00:00+00:00,-3.5,-0.1,195.0,1.7000000000000002,67.0,0.0,985.3,1,1,1,1,1,1,1
2008-10-14 09:00:00+00:00,-4.4,0.1,129.0,1.0,82.0,0.0,985.8,1,1,1,1,1,1,1
2008-10-14 12:00:00+00:00,-3.0,1.1,195.0,1.8,72.0,0.0,986.2,1,1,1,1,1,1,1
2008-10-14 15:00:00+00:00,-2.4,2.3,162.0,4.3,68.0,0.0,986.6,1,1,1,1,1,1,1
2008-10-14 18:00:00+00:00,-2.3,1.6,256.0,1.5,72.0,0.0,987.7,1,1,1,1,1,1,1
2008-10-14 21:00:00+00:00,-3.2,0.7000000000000001,207.0,2.6,72.0,0.0,989.2,1,1,1,1,1,1,1
2008-10-15 00:00:00+00:00,-3.2,0.5,247.0,2.1,65.0,0.0,990.9,1,1,1,1,1,1,1
2008-10-15 03:00:00+00:00,-3.3,0.2,234.0,2.5,66.0,0.0,992.7,1,1,1,1,1,1,1
2008-10-15 06:00:00+00:00,-3.1,-0.3,216.0,2.6,68.0,0.0,994.5,1,1,1,1,1,1,1
2008-10-15 09:00:00+00:00,-2.9,-0.2,243.0,1.6,68.0,0.0,996.3,1,1,1,1,1,1,1
2008-10-15 12:00:00+00:00,-1.5,1.1,273.0,1.5,70.0,0.0,997.1,1,1,1,1,1,1,1
2008-10-15 15:00:00+00:00,0.2,2.1,12.0,1.5,73.0,0.0,997.2,1,1,1,1,1,1,1
2008-10-15 18:00:00+00:00,0.1,1.5,250.0,0.9,84.0,1.1,996.9,1,1,1,1,1,1,1
2008-10-15 21:00:00+00:00,-0.1,0.6000000000000001,38.0,3.1,89.0,0.5,995.6,1,1,1,1,1,1,1
2008-10-16 00:00:00+00:00,0.8,0.6000000000000001,48.0,4.9,90.0,1.7000000000000002,991.7,1,1,1,1,1,1,1
2008-10-16 03:00:00+00:00,1.0,0.6000000000000001,23.0,3.0,93.0,0.0,988.0,1,1,1,1,1,1,1
2008-10-16 06:00:00+00:00,0.8,0.6000000000000001,325.0,4.9,94.0,0.0,984.0,1,1,1,1,1,1,1
2008-10-16 09:00:00+00:00,0.7000000000000001,0.9,337.0,7.3,95.0,0.0,980.4,1,1,1,1,1,1,1
2008-10-16 12:00:00+00:00,0.6000000000000001,1.3,320.0,6.8,95.0,0.0,976.1,1,1,1,1,1,1,1
2008-10-16 15:00:00+00:00,0.7000000000000001,1.2,230.0,4.4,81.0,0.0,977.4,1,1,1,1,1,1,1
2008-10-16 18:00:00+00:00,-0.1,0.9,216.0,5.6,85.0,0.0,980.9,1,1,1,1,1,1,1
2008-10-16 21:00:00+00:00,-0.9,0.5,229.0,4.4,91.0,0.0,984.4,1,1,1,1,1,1,1
2008-10-17 00:00:00+00:00,-0.8,0.6000000000000001,217.0,5.7,79.0,0.0,987.5,1,1,1,1,1,1,1
2008-10-17 03:00:00+00:00,-0.7000000000000001,0.6000000000000001,212.0,6.6,73.0,0.0,991.2,1,1,1,1,1,1,1
2008-10-17 06:00:00+00:00,-0.7000000000000001,0.6000000000000001,198.0,5.5,78.0,0.5,994.4,1,1,1,1,1,1,1
2008-10-17 09:00:00+00:00,0.3,1.0,199.0,3.7,79.0,0.3,996.9,1,1,1,1,1,1,1
2008-10-17 12:00:00+00:00,0.2,1.7000000000000002,187.0,3.9,84.0,2.0,998.3,1,1,1,1,1,1,1
2008-10-17 15:00:00+00:00,0.9,2.0,170.0,1.1,89.0,0.0,998.9,1,1,1,1,1,1,1
2008-10-17 18:00:00+00:00,0.7000000000000001,1.2,168.0,1.3,91.0,0.0,999.5,1,1,1,1,1,1,1
2008-10-17 21:00:00+00:00,0.7000000000000001,0.7000000000000001,179.0,1.9,94.0,0.0,999.5,1,1,1,1,1,1,1
2008-10-18 00:00:00+00:00,1.2,0.6000000000000001,180.0,1.8,94.0,0.1,998.7,1,1,1,1,1,1,1
2008-10-18 03:00:00+00:00,1.5,0.6000000000000001,122.0,0.2,93.0,0.0,997.6,1,1,1,1,1,1,1
2008-10-18 06:00:00+00:00,1.2,0.6000000000000001,28.0,0.7000000000000001,92.0,0.0,996.5,1,1,1,1,1,1,1
2008-10-18 09:00:00+00:00,1.6,1.4,28.0,3.9,85.0,0.0,994.3,1,1,1,1,1,1,1
2008-10-18 12:00:00+00:00,0.9,1.7000000000000002,25.0,7.1,91.0,0.7999999999999999,991.7,1,1,1,1,1,1,1
2008-10-18 15:00:00+00:00,1.5,1.9,24.0,5.2,86.0,3.5,988.7,1,1,1,1,1,1,1
2008-10-18 18:00:00+00:00,1.3,1.5,351.0,4.8,89.0,0.0,987.1,1,1,1,1,1,1,1
2008-10-18 21:00:00+00:00,1.1,0.8,22.0,1.4,92.0,0.0,987.6,1,1,1,1,1,1,1
2008-10-19 00:00:00+00:00,2.0,0.6000000000000001,36.0,2.2,91.0,0.0,987.0,1,1,1,1,1,1,1
2008-10-19 03:00:00+00:00,3.4,0.8,28.0,5.3,85.0,0.0,985.4,1,1,1,1,1,1,1
2008-10-19 06:00:00+00:00,3.2,1.1,29.0,8.5,79.0,0.0,983.2,1,1,1,1,1,1,1
2008-10-19 09:00:00+00:00,0.9,1.0,18.0,8.5,91.0,0.0,981.9,1,1,1,1,1,1,1
2008-10-19 12:00:00+00:00,0.7000000000000001,1.6,353.0,6.3,94.0,0.0,982.2,1,1,1,1,1,1,1
2008-10-19 15:00:00+00:00,1.3,3.2,349.0,7.0,88.0,0.0,982.3,1,1,1,1,1,1,1
2008-10-19 18:00:00+00:00,0.9,1.8,7.0,4.7,92.0,0.0,982.7,1,1,1,1,1,1,1
2008-10-19 21:00:00+00:00,0.8,0.8,56.0,2.2,93.0,0.0,983.3,1,1,1,1,1,1,1
2008-10-20 00:00:00+00:00,1.0,0.7000000000000001,1.0,2.6,92.0,0.0,983.9,1,1,1,1,1,1,1
2008-10-20 03:00:00+00:00,0.2,0.6000000000000001,351.0,1.2,94.0,0.1,984.6,1,1,1,1,1,1,1
2008-10-20 06:00:00+00:00,0.4,0.5,108.0,1.1,93.0,0.0,985.3,1,1,1,1,1,1,1
2008-10-20 09:00:00+00:00,1.2,1.6,8.0,1.2,89.0,0.0,986.2,1,1,1,1,1,1,1
2008-10-20 12:00:00+00:00,1.7000000000000002,5.7,22.0,0.9,84.0,0.7000000000000001,987.2,1,1,1,1,1,1,1
2008-10-20 15:00:00+00:00,1.9,7.2,360.0,1.4,82.0,0.2,987.5,1,1,1,1,1,1,1
2008-10-20 18:00:00+00:00,1.6,4.7,14.0,1.2,83.0,0.0,988.4,1,1,1,1,1,1,1
2008-10-20 21:00:00+00:00,0.4,1.2,57.0,0.1,86.0,0.0,989.4,1,1,1,1,1,1,1
2008-10-21 00:00:00+00:00,-0.2,0.2,333.0,0.6000000000000001,92.0,0.0,990.4,1,1,1,1,1,1,1
2008-10-21 03:00:00+00:00,-0.4,0.3,164.0,0.7000000000000001,93.0,0.0,991.2,1,1,1,1,1,1,1
2008-10-21 06:00:00+00:00,-1.3,0.0,115.0,0.9,95.0,0.0,992.2,1,1,1,1,1,1,1
2008-10-21 09:00:00+00:00,-1.0,1.8,31.0,1.3,95.0,,992.9,1,1,1,1,1,1,1
2008-10-21 12:00:00+00:00,0.9,5.8,21.0,1.4,84.0,,993.3,1,1,1,1,1,1,1
2008-10-21 15:00:00+00:00,0.6000000000000001,4.1,352.0,3.5,87.0,,993.4,1,1,1,1,1,1,1
2008-10-21 18:00:00+00:00,0.6000000000000001,1.9,34.0,3.3,87.0,0.0,993.6,1,1,1,1,1,1,1
2008-10-21 21:00:00+00:00,-0.9,0.4,342.0,2.5,89.0,0.0,994.0,1,1,1,1,1,1,1
2008-10-22 00:00:00+00:00,-1.2,-1.1,47.0,2.5,83.0,0.0,993.9,1,1,1,1,1,1,1
2008-10-22 03:00:00+00:00,-0.4,-1.3,46.0,4.5,79.0,0.0,992.6,1,1,1,1,1,1,1
2008-10-22 06:00:00+00:00,0.3,0.0,51.0,3.7,85.0,0.0,990.9,1,1,1,1,1,1,1
2008-10-22 09:00:00+00:00,-0.3,0.6000000000000001,24.0,7.2,95.0,0.0,989.4,1,1,1,1,1,1,1
2008-10-22 12:00:00+00:00,1.2,1.8,19.0,8.6,88.0,0.0,987.9,1,1,1,1,1,1,1
2008-10-22 15:00:00+00:00,1.3,1.7000000000000002,23.0,9.3,74.0,0.0,986.4,1,1,1,1,1,1,1
2008-10-22 18:00:00+00:00,0.9,1.4,20.0,12.0,85.0,0.0,984.3,1,1,1,1,1,1,1
2008-10-22 21:00:00+00:00,0.9,0.8,24.0,9.6,90.0,0.0,982.6,1,1,1,1,1,1,1
2008-10-23 00:00:00+00:00,0.5,0.6000000000000001,16.0,9.1,95.0,0.4,981.8,1,1,1,1,1,1,1
2008-10-23 03:00:00+00:00,0.3,0.6000000000000001,20.0,7.4,95.0,0.0,980.6,1,1,1,1,1,1,1
2008-10-23 06:00:00+00:00,-0.5,0.6000000000000001,242.0,2.5,96.0,0.0,981.3,1,1,1,1,1,1,1
2008-10-23 09:00:00+00:00,-1.2,1.0,191.0,1.7000000000000002,91.0,0.0,983.6,1,1,1,1,1,1,1
2008-10-23 12:00:00+00:00,1.5,2.9,89.0,0.0,75.0,0.0,983.9,1,1,1,1,1,1,1
2008-10-23 15:00:00+00:00,2.1,4.7,9.0,1.5,69.0,3.3000000000000003,984.3,1,1,1,1,1,1,1
2008-10-23 18:00:00+00:00,0.4,2.4,342.0,3.2,80.0,0.0,983.7,1,1,1,1,1,1,1
2008-10-23 21:00:00+00:00,-0.6000000000000001,0.6000000000000001,25.0,4.1,79.0,0.3,982.7,1,1,1,1,1,1,1
2008-10-24 00:00:00+00:00,-0.3,0.1,38.0,4.9,68.0,0.2,980.9,1,1,1,1,1,1,1
2008-10-24 03:00:00+00:00,-0.3,-0.5,42.0,5.6,65.0,0.0,978.7,1,1,1,1,1,1,1
2008-10-24 06:00:00+00:00,1.2,0.4,50.0,7.8,79.0,0.0,976.4,1,1,1,1,1,1,1
2008-10-24 09:00:00+00:00,1.4,1.0,47.0,6.8,84.0,0.0,975.2,1,1,1,1,1,1,1
2008-10-24 12:00:00+00:00,2.4,2.1,29.0,4.5,88.0,0.0,974.1,1,1,1,1,1,1,1
2008-10-24 15:00:00+00:00,1.7000000000000002,2.4,11.0,7.1,91.0,0.0,973.6,1,1,1,1,1,1,1
2008-10-24 18:00:00+00:00,0.9,1.7000000000000002,15.0,5.6,93.0,0.0,973.7,1,1,1,1,1,1,1
2008-10-24 21:00:00+00:00,-0.5,0.5,193.0,3.5,93.0,0.0,976.7,1,1,1,1,1,1,1
2008-10-25 00:00:00+00:00,-0.9,0.4,226.0,4.1,86.0,0.0,978.1,1,1,1,1,1,1,1
2008-10-25 03:00:00+00:00,-1.0,0.5,349.0,2.0,81.0,0.0,979.3,1,1,1,1,1,1,1
2008-10-25 06:00:00+00:00,-0.6000000000000001,0.5,11.0,2.8,84.0,0.0,979.0,1,1,1,1,1,1,1
2008-10-25 09:00:00+00:00,1.0,1.5,278.0,3.4,78.0,0.9000000000000001,978.6,1,1,1,1,1,1,1
2008-10-25 12:00:00+00:00,1.6,5.2,281.0,2.5,71.0,0.0,978.5,1,1,1,1,1,1,1
2008-10-25 15:00:00+00:00,1.3,6.1,237.0,1.4,76.0,0.0,979.2,1,1,1,1,1,1,1
2008-10-25 18:00:00+00:00,1.5,5.7,295.0,2.7,74.0,0.0,980.0,1,1,1,1,1,1,1
2008-10-25 21:00:00+00:00,-0.2,1.1,291.0,1.2,84.0,0.0,980.9,1,1,1,1,1,1,1
2008-10-26 00:00:00+00:00,-1.4,0.3,280.0,3.0,89.0,0.0,982.1,1,1,1,1,1,1,1
2008-10-26 03:00:00+00:00,-1.7000000000000002,-0.2,302.0,1.1,86.0,0.0,982.8,1,1,1,1,1,1,1
2008-10-26 06:00:00+00:00,-2.6,-0.5,143.0,0.6000000000000001,85.0,0.0,983.1,1,1,1,1,1,1,1
2008-10-26 09:00:00+00:00,-1.7000000000000002,0.0,54.0,0.9,76.0,0.0,983.0,1,1,1,1,1,1,1
2008-10-26 12:00:00+00:00,0.6000000000000001,5.2,331.0,0.7000000000000001,67.0,0.7,982.6,1,1,1,1,1,1,1
2008-10-26 15:00:00+00:00,2.1,5.0,38.0,0.8,70.0,0.0,982.6,1,1,1,1,1,1,1
2008-10-26 18:00:00+00:00,1.2,3.3,259.0,1.6,84.0,0.1,983.2,1,1,1,1,1,1,1
2008-10-26 21:00:00+00:00,0.5,1.3,192.0,0.8,88.0,0.0,984.3,1,1,1,1,1,1,1
2008-10-27 00:00:00+00:00,0.3,0.6000000000000001,179.0,0.0,88.0,0.0,985.8,1,1,1,1,1,1,1
2008-10-27 03:00:00+00:00,0.2,0.5,56.0,2.0,89.0,2.3000000000000003,987.0,1,1,1,1,1,1,1
2008-10-27 06:00:00+00:00,-0.2,0.4,83.0,1.1,90.0,2.6,988.0,1,1,1,1,1,1,1
2008-10-27 09:00:00+00:00,0.4,2.4,9.0,4.0,89.0,0.8,988.4,1,1,1,1,1,1,1
2008-10-27 12:00:00+00:00,1.2,2.3,24.0,4.6,82.0,0.0,987.6,1,1,1,1,1,1,1
2008-10-27 15:00:00+00:00,2.5,2.1,31.0,8.0,85.0,0.0,985.0,1,1,1,1,1,1,1
2008-10-27 18:00:00+00:00,1.3,1.4,343.0,6.1,95.0,0.0,984.4,1,1,1,1,1,1,1
2008-10-27 21:00:00+00:00,1.1,0.9,345.0,6.0,94.0,0.1,983.4,1,1,1,1,1,1,1
2008-10-28 00:00:00+00:00,1.0,0.8,17.0,3.5,92.0,0.0,981.5,1,1,1,1,1,1,1
2008-10-28 03:00:00+00:00,0.5,0.6000000000000001,25.0,3.5,94.0,0.0,980.8,1,1,1,1,1,1,1
2008-10-28 06:00:00+00:00,-0.2,0.5,15.0,3.0,96.0,0.0,980.9,1,1,1,1,1,1,1
2008-10-28 09:00:00+00:00,0.2,1.3,12.0,5.7,96.0,0.0,979.6,1,1,1,1,1,1,1
2008-10-28 12:00:00+00:00,0.5,1.7000000000000002,16.0,4.3,95.0,2.0,978.6,1,1,1,1,1,1,1
2008-10-28 15:00:00+00:00,0.7000000000000001,2.3,13.0,4.7,94.0,0.5,978.2,1,1,1,1,1,1,1
2008-10-28 18:00:00+00:00,0.5,2.0,345.0,4.0,94.0,0.0,977.8,1,1,1,1,1,1,1
2008-10-28 21:00:00+00:00,0.1,0.6000000000000001,12.0,6.0,94.0,0.0,976.2,1,1,1,1,1,1,1
2008-10-29 00:00:00+00:00,2.3,1.4,56.0,7.1,77.0,0.0,972.2,1,1,1,1,1,1,1
2008-10-29 03:00:00+00:00,1.4,1.0,33.0,6.3,85.0,0.0,967.5,1,1,1,1,1,1,1
2008-10-29 06:00:00+00:00,0.6000000000000001,0.7000000000000001,12.0,6.8,91.0,0.0,965.3,1,1,1,1,1,1,1
2008-10-29 09:00:00+00:00,0.4,1.0,294.0,0.8,94.0,0.0,966.5,1,1,1,1,1,1,1
2008-10-29 12:00:00+00:00,0.2,0.8,206.0,3.6,91.0,0.0,969.7,1,1,1,1,1,1,1
2008-10-29 15:00:00+00:00,1.0,1.5,207.0,2.8,86.0,0.0,972.2,1,1,1,1,1,1,1
2008-10-29 18:00:00+00:00,0.7000000000000001,1.6,172.0,2.2,89.0,0.3,974.4,1,1,1,1,1,1,1
2008-10-29 21:00:00+00:00,0.3,0.8,279.0,2.7,88.0,0.4,974.9,1,1,1,1,1,1,1
2008-10-30 00:00:00+00:00,0.1,0.6000000000000001,23.0,3.3,91.0,7.5,974.3,1,1,1,1,1,1,1
