"date","dir","vel","temp","d2m","pressure","precip","present_weather","past_weather","terrain","SnowH","rh"
"2011-09-04 03:00:00",240,2,-1.9,-2.7,993,NA,22,72,NA,NA,94.3
"2011-09-04 06:00:00",190,2,-1.9,-2.8,993.1,NA,71,72,NA,NA,93.7
"2011-09-04 09:00:00",220,3,-2.1,-3.7,994.1,NA,2,72,NA,NA,88.9
"2011-09-04 12:00:00",20,1,-0.5,-2.4,994.2,NA,-1,-1,NA,NA,87.2
"2011-09-04 15:00:00",320,1,-1.5,-2.3,994.2,NA,-1,-1,8,103,94.4
"2011-09-04 18:00:00",240,4,-1.6,-2.8,993.4,NA,-1,-1,NA,NA,91.6
"2011-09-04 21:00:00",0,0,-2.1,-3.8,993.8,NA,-1,-1,NA,NA,88.3
"2011-09-05 00:00:00",180,4,-2.9,-3.7,994.8,NA,-1,-1,NA,NA,94.3
"2011-09-05 03:00:00",190,4,-2.5,-3.6,994.3,NA,-1,-1,NA,NA,92.3
"2011-09-05 06:00:00",130,5,-0.5,-6,992.9,NA,-1,-1,NA,NA,66.7
"2011-09-05 09:00:00",310,2,-0.7,-4.1,993.8,NA,-1,-1,NA,NA,78
"2011-09-05 12:00:00",30,3,-0.6,-3,995.1,NA,-1,-1,NA,NA,84
"2011-09-05 15:00:00",350,1,-0.4,-3.4,996.4,NA,-1,-1,8,102,80.4
"2011-09-05 18:00:00",0,0,-0.8,-5.2,998,NA,-1,-1,NA,NA,72.4
"2011-09-05 21:00:00",240,2,-2.1,-3.7,999.4,NA,-1,-1,NA,NA,88.9
"2011-09-06 00:00:00",240,1,-2.7,-3.9,1000.3,NA,-1,-1,NA,NA,91.6
"2011-09-06 03:00:00",160,3,-2.5,-3.7,1001.1,NA,-1,-1,NA,NA,91.6
"2011-09-06 06:00:00",320,1,-2.4,-3.7,1001.2,NA,-1,-1,NA,NA,90.9
"2011-09-06 12:00:00",230,3,-3.3,-4.6,1001.6,NA,-1,-1,NA,NA,90.9
"2011-09-06 15:00:00",210,2,-3.3,-3.9,1000.4,NA,-1,-1,NA,NA,95.7
"2011-09-06 18:00:00",350,2,-3.1,-3.8,999.6,NA,-1,-1,8,100,95
"2011-09-06 21:00:00",0,0,-3.7,-5.7,998.6,NA,-1,-1,NA,NA,86.2
"2011-09-07 00:00:00",0,0,-5.1,-6.9,997.8,NA,-1,-1,NA,NA,87.4
"2011-09-07 03:00:00",190,2,-6.6,-7.1,996.6,NA,48,40,NA,NA,96.3
"2011-09-07 06:00:00",60,2,-6.3,-6.9,995.7,NA,48,40,NA,NA,95.6
"2011-09-07 09:00:00",0,0,-7.2,-7.8,995.2,NA,49,42,NA,NA,95.5
"2011-09-07 12:00:00",0,0,-7.3,-7.3,994.8,NA,48,0,NA,NA,100
"2011-09-07 15:00:00",0,0,-6.6,-6.5,994.8,NA,42,40,NA,NA,100.8
"2011-09-07 18:00:00",330,1,-6.8,-6.8,994.6,NA,44,0,8,99,100
"2011-09-07 21:00:00",340,1,-7.6,-8.1,995.3,NA,10,22,NA,NA,96.3
"2011-09-08 00:00:00",310,1,-7.6,-8.5,996.2,NA,10,22,NA,NA,93.4
"2011-09-08 03:00:00",210,4,-7.7,-8.6,996.7,NA,10,42,NA,NA,93.3
"2011-09-08 06:00:00",230,12,-8.9,-10.2,996.6,NA,38,32,NA,NA,90.4
"2011-09-08 09:00:00",220,6,-12.3,-15.1,996.4,NA,2,31,NA,NA,79.8
"2011-09-08 12:00:00",220,9,-12.2,-14.1,995.3,NA,-1,-1,NA,NA,85.9
"2011-09-08 15:00:00",210,5,-11.6,-13.9,995.8,NA,-1,-1,8,98,83.3
"2011-09-08 18:00:00",190,9,-11.4,-14,996.8,NA,-1,-1,NA,NA,81.3
"2011-09-08 21:00:00",180,4,-11.6,-14.1,997.3,NA,-1,-1,NA,NA,81.9
"2011-09-09 00:00:00",190,6,-11,-13.2,997.6,NA,-1,-1,NA,NA,84
"2011-09-09 03:00:00",190,3,-11.1,-13.1,997.5,NA,-1,-1,NA,NA,85.4
"2011-09-09 06:00:00",260,1,-11.2,-12.9,997.8,NA,-1,-1,NA,NA,87.4
"2011-09-09 09:00:00",220,2,-11.5,-13,998,NA,70,72,NA,NA,88.8
"2011-09-09 12:00:00",170,3,-11.7,-12.9,997.9,NA,70,72,NA,NA,90.9
"2011-09-09 15:00:00",360,1,-12,-13,998.5,NA,2,72,8,98,92.4
"2011-09-09 18:00:00",290,1,-11.8,-13.5,999.1,NA,-1,-1,NA,NA,87.3
"2011-09-09 21:00:00",60,1,-11.4,-12.9,999.5,NA,-1,-1,NA,NA,88.8
"2011-09-10 00:00:00",140,3,-11.7,-13,999.2,NA,-1,-1,NA,NA,90.2
"2011-09-10 03:00:00",330,1,-11.7,-13,999,NA,70,72,NA,NA,90.2
"2011-09-10 06:00:00",210,2,-12.2,-13.7,998.2,NA,22,72,NA,NA,88.7
"2011-09-10 09:00:00",310,1,-13.1,-14.4,997.6,NA,-1,-1,NA,NA,90.1
"2011-09-10 12:00:00",200,4,-13.5,-14.9,997,NA,-1,-1,NA,NA,89.3
"2011-09-10 15:00:00",180,4,-14,-15.4,996.5,NA,-1,-1,8,99,89.3
"2011-09-10 18:00:00",180,4,-14.2,-15.7,996.4,NA,-1,-1,NA,NA,88.5
"2011-09-10 21:00:00",180,5,-14.5,-15.9,996.2,NA,-1,-1,NA,NA,89.2
"2011-09-11 00:00:00",200,3,-15.1,-16.5,996.4,NA,70,72,NA,NA,89.2
"2011-09-11 03:00:00",200,2,-14.7,-16,996.2,NA,2,72,NA,NA,89.9
"2011-09-11 06:00:00",0,0,-15.4,-16.8,996.2,NA,-1,-1,NA,NA,89.1
"2011-09-11 09:00:00",0,0,-14.9,-16,996.3,NA,-1,-1,NA,NA,91.4
"2011-09-11 12:00:00",110,2,-13.7,-14.4,995.9,NA,-1,-1,NA,NA,94.5
"2011-09-11 15:00:00",0,0,-8.1,-11.1,993.5,NA,-1,-1,NA,NA,79.3
"2011-09-11 18:00:00",200,2,-7.6,-9.8,992.7,NA,-1,-1,NA,NA,84.4
"2011-09-11 21:00:00",50,1,-5,-8.1,991.6,NA,-1,-1,NA,NA,79.1
"2011-09-12 00:00:00",0,0,-5.4,-8.3,990.4,NA,-1,-1,NA,NA,80.3
"2011-09-12 03:00:00",140,2,-4.6,-6.9,989,NA,-1,-1,NA,NA,84.2
"2011-09-12 06:00:00",10,11,-1.3,-3.9,988.1,NA,86,82,NA,NA,82.7
"2011-09-12 09:00:00",20,7,-0.4,-3.1,986.2,NA,14,22,8,97,82.2
"2011-09-12 12:00:00",50,10,0,-1.3,984.9,NA,73,72,NA,NA,91.1
"2011-09-12 15:00:00",30,10,0.4,-1.6,983.1,NA,70,73,NA,NA,86.6
"2011-09-12 18:00:00",30,7,0.6,-3.1,980.7,NA,1,32,NA,NA,76.5
"2011-09-12 21:00:00",50,9,1.3,-3.4,978.5,NA,2,32,NA,NA,71.2
"2011-09-13 00:00:00",130,4,1.2,-4,975.7,NA,-1,-1,NA,NA,68.6
"2011-09-13 03:00:00",170,4,-1,-2.9,973.5,NA,-1,-1,NA,NA,87.1
"2011-09-13 06:00:00",190,5,-1.5,-2.2,972.5,NA,73,72,NA,NA,95
"2011-09-13 09:00:00",190,4,-1.3,-1.9,973.2,NA,71,72,NA,NA,95.8
"2011-09-13 12:00:00",210,2,-1.4,-1.9,975.4,NA,71,70,NA,NA,96.4
"2011-09-13 15:00:00",210,3,-2,-2.6,979,NA,71,72,NA,NA,95.7
"2011-09-13 18:00:00",320,1,-3.8,-4.9,982.6,NA,71,72,NA,NA,92.2
"2011-09-13 21:00:00",200,3,-4.9,-6,985.8,NA,71,72,NA,NA,92.1
"2011-09-14 00:00:00",210,4,-6.5,-7.7,989,NA,2,72,NA,NA,91.3
"2011-09-14 03:00:00",260,1,-6.8,-7.4,992.4,NA,20,75,NA,NA,95.6
"2011-09-14 06:00:00",330,1,-6.3,-6.9,995.3,NA,57,22,NA,NA,95.6
"2011-09-14 09:00:00",260,2,-7.1,-7.6,997.6,NA,71,75,8,103,96.3
"2011-09-14 12:00:00",130,2,-7,-7.4,999.2,NA,70,72,NA,NA,97
"2011-09-14 15:00:00",340,8,-4.9,-6.3,1000.3,NA,71,73,NA,NA,90.1
"2011-09-14 18:00:00",60,3,-5.3,-7.3,1001,NA,1,73,NA,NA,86
"2011-09-14 21:00:00",290,1,-4.9,-8.3,1000.2,NA,2,72,NA,NA,77.3
"2011-09-15 00:00:00",200,4,-5.7,-9.2,999.2,NA,-1,-1,NA,NA,76.6
"2011-09-15 03:00:00",20,1,-6.3,-8.2,997,NA,-1,-1,NA,NA,86.6
"2011-09-15 06:00:00",70,10,-0.2,-4.2,990.2,NA,-1,-1,8,97,74.7
"2011-09-15 09:00:00",50,17,2.4,-4.1,982.7,NA,36,32,NA,NA,62.6
"2011-09-15 12:00:00",40,13,1.2,-4.4,985.1,NA,36,32,NA,NA,66.6
"2011-09-15 15:00:00",20,10,0.7,-3.3,985.4,NA,36,32,NA,NA,74.9
"2011-09-15 18:00:00",10,9,0.6,-2.6,985.5,NA,2,32,NA,NA,79.4
"2011-09-15 21:00:00",50,8,2,-2.9,985.6,NA,2,32,NA,NA,70.3
"2011-09-16 00:00:00",10,7,0.3,-1.6,985.7,NA,72,75,NA,NA,87.2
"2011-09-16 03:00:00",10,8,1.6,-1.4,984.8,NA,70,72,4,95,80.7
"2011-09-16 06:00:00",30,8,1.8,-1.3,984.6,NA,70,72,NA,NA,80.1
"2011-09-16 09:00:00",40,10,1.9,-2.2,983.7,NA,1,72,NA,NA,74.5
"2011-09-16 12:00:00",50,16,3,-3,982,NA,-1,-1,NA,NA,65.1
"2011-09-16 15:00:00",50,17,3.5,-2.7,980.3,NA,-1,-1,NA,NA,64.2
"2011-09-16 18:00:00",50,13,2.2,-2.1,979.9,NA,-1,-1,NA,NA,73.5
"2011-09-16 21:00:00",70,5,1.8,-2,977.7,NA,-1,-1,NA,NA,76.2
"2011-09-17 00:00:00",260,3,-0.6,-1.5,974.7,NA,71,72,NA,NA,93.7
"2011-09-17 03:00:00",210,5,-2.8,-3.7,971.1,NA,71,72,4,94,93.6
"2011-09-17 06:00:00",290,5,-3.8,-4.6,970.5,NA,73,70,NA,NA,94.3
"2011-09-17 09:00:00",180,8,-7.4,-9.8,971.9,NA,75,72,NA,NA,83.2
"2011-09-17 12:00:00",170,5,-8.6,-10.2,973.2,NA,22,72,NA,NA,88.4
"2011-09-17 15:00:00",30,1,-8.3,-10.6,973.9,NA,71,72,NA,NA,83.7
"2011-09-17 18:00:00",150,1,-8.2,-9.8,974.6,NA,71,72,NA,NA,88.4
"2011-09-17 21:00:00",160,2,-7.4,-8.6,975.5,NA,22,72,NA,NA,91.2
"2011-09-18 00:00:00",0,0,-7.1,-7.1,976.6,NA,71,72,NA,NA,100
"2011-09-18 03:00:00",310,7,-6,-7.4,977.1,NA,73,72,4,104,90
"2011-09-18 06:00:00",300,3,-6.2,-8,978.3,NA,70,72,NA,NA,87.2
"2011-09-18 09:00:00",170,1,-7.1,-8.3,979.2,NA,73,72,NA,NA,91.3
"2011-09-18 12:00:00",110,1,-6.9,-8.3,979.6,NA,2,72,NA,NA,89.9
"2011-09-18 15:00:00",0,0,-6.6,-8.6,979.5,NA,2,72,NA,NA,85.9
"2011-09-18 18:00:00",360,2,-7.7,-10.7,979.2,NA,-1,-1,NA,NA,79.3
"2011-09-18 21:00:00",40,2,-6.5,-9.7,979.1,NA,-1,-1,NA,NA,78.3
"2011-09-19 00:00:00",0,0,-6,-7.7,979.3,NA,-1,-1,NA,NA,87.9
"2011-09-19 03:00:00",190,4,-6,-9.2,979.7,NA,-1,-1,8,114,78.4
"2011-09-19 06:00:00",190,6,-6.7,-9.1,980.9,NA,-1,-1,NA,NA,83.3
"2011-09-19 09:00:00",200,8,-6.9,-8.9,982.1,NA,-1,-1,NA,NA,85.8
"2011-09-19 12:00:00",210,5,-7.3,-9.1,984.3,NA,70,72,NA,NA,87.1
"2011-09-19 15:00:00",220,8,-10,-11.1,986.3,NA,73,70,NA,NA,91.8
"2011-09-19 18:00:00",240,7,-12.7,-14.1,988.9,NA,-1,-1,NA,NA,89.4
"2011-09-19 21:00:00",230,5,-14.2,-15.4,991.3,NA,-1,-1,NA,NA,90.7
"2011-09-20 00:00:00",210,5,-15.6,-16.9,993.1,NA,10,72,NA,NA,89.9
"2011-09-20 03:00:00",220,5,-15.2,-16.5,993.8,NA,1,72,8,111,89.9
"2011-09-20 06:00:00",220,3,-14.8,-16.3,994.2,NA,-1,-1,NA,NA,88.5
"2011-09-20 09:00:00",210,4,-14.3,-15.8,994.9,NA,-1,-1,NA,NA,88.5
"2011-09-20 12:00:00",210,5,-14.2,-15.7,995.4,NA,-1,-1,NA,NA,88.5
"2011-09-20 15:00:00",210,5,-13.9,-15.6,997,NA,-1,-1,NA,NA,87.1
"2011-09-20 18:00:00",190,4,-13.7,-15.4,999.6,NA,-1,-1,NA,NA,87.1
"2011-09-20 21:00:00",210,3,-13.5,-15,1002.4,NA,-1,-1,NA,NA,88.6
"2011-09-21 00:00:00",200,3,-12.4,-14.4,1004.9,NA,-1,-1,NA,NA,85.2
"2011-09-21 03:00:00",220,3,-11.1,-13.1,1006.9,NA,-1,-1,8,110,85.4
"2011-09-21 06:00:00",200,2,-12.2,-13.9,1008.4,NA,-1,-1,NA,NA,87.3
"2011-09-21 09:00:00",250,1,-12,-15.5,1009.5,NA,-1,-1,NA,NA,75.5
"2011-09-21 12:00:00",260,6,-12.9,-14.2,1009.5,NA,-1,-1,NA,NA,90.1
"2011-09-21 15:00:00",310,4,-13.3,-14.5,1009.8,NA,-1,-1,NA,NA,90.8
"2011-09-21 18:00:00",340,1,-12.9,-13.9,1008.2,NA,-1,-1,NA,NA,92.3
"2011-09-21 21:00:00",300,1,-12.5,-13.6,1006.5,NA,71,72,NA,NA,91.6
"2011-09-22 00:00:00",0,0,-12.8,-13.4,1004,NA,70,72,NA,NA,95.3
"2011-09-22 03:00:00",100,1,-10.4,-11,1001.9,NA,2,72,8,112,95.4
"2011-09-22 06:00:00",150,2,-10.6,-12.2,1001.2,NA,70,72,NA,NA,88.2
"2011-09-22 09:00:00",230,3,-10.3,-11.9,1001.6,NA,2,72,NA,NA,88.2
"2011-09-22 12:00:00",210,3,-9.8,-11.4,1000.4,NA,-1,-1,NA,NA,88.2
"2011-09-22 15:00:00",230,10,-10.4,-12.3,1000.7,NA,-1,-1,NA,NA,86.1
"2011-09-22 18:00:00",230,6,-13.8,-15.5,1003.1,NA,-1,-1,NA,NA,87.1
"2011-09-22 21:00:00",220,4,-15.1,-18,1004.3,NA,-1,-1,NA,NA,78.7
"2011-09-23 00:00:00",220,3,-14.5,-16.6,1004.6,NA,-1,-1,NA,NA,84.2
"2011-09-23 03:00:00",150,1,-12.9,-13.9,1003.9,NA,-1,-1,8,109,92.3
"2011-09-23 06:00:00",10,6,-9.5,-12.6,1002.6,NA,-1,-1,NA,NA,78.4
"2011-09-23 09:00:00",10,9,-6.2,-8,1002.2,NA,2,72,NA,NA,87.2
"2011-09-23 12:00:00",40,9,-4.8,-6.2,1001.6,NA,71,72,NA,NA,90.1
"2011-09-23 15:00:00",40,11,-3.4,-4.8,1000.1,NA,71,72,NA,NA,90.2
"2011-09-23 18:00:00",20,9,-1,-3,999.1,NA,71,72,NA,NA,86.5
"2011-09-23 21:00:00",30,10,-0.4,-2.2,999.3,NA,71,73,NA,NA,87.8
"2011-09-24 00:00:00",30,5,-1.1,-1.7,999.7,NA,71,72,NA,NA,95.8
"2011-09-24 03:00:00",350,9,-0.8,-1.6,997.6,NA,10,72,4,115,94.4
"2011-09-24 06:00:00",60,11,-0.2,-2.1,996.2,NA,56,52,NA,NA,87.2
"2011-09-24 09:00:00",20,15,-0.1,-2.2,992.3,NA,2,52,NA,NA,85.9
"2011-09-24 12:00:00",20,16,-0.1,-2.8,987.9,NA,-1,-1,NA,NA,82.3
"2011-09-24 15:00:00",20,15,0.4,-4.5,981.9,NA,-1,-1,NA,NA,70
"2011-09-24 18:00:00",40,18,0.9,-4.5,975.9,NA,-1,-1,NA,NA,67.5
"2011-09-24 21:00:00",60,16,1.6,-1.2,971.6,NA,88,72,NA,NA,81.9
"2011-09-25 00:00:00",60,13,1.4,0,970.1,NA,73,73,NA,NA,90.5
"2011-09-25 03:00:00",60,12,0.9,-0.1,966.6,NA,73,73,4,105,93.1
"2011-09-25 06:00:00",50,13,0.3,-0.2,964.3,NA,73,72,NA,NA,96.5
"2011-09-25 09:00:00",210,11,-7.1,-9,971.8,NA,75,73,NA,NA,86.5
"2011-09-25 12:00:00",200,7,-11.7,-13.3,976.8,NA,2,73,NA,NA,88.1
"2011-09-25 15:00:00",190,8,-13.1,-14.9,981.1,NA,2,73,NA,NA,86.5
"2011-09-25 18:00:00",0,0,-11.6,-15.2,980.2,NA,-1,-1,NA,NA,74.9
"2011-09-25 21:00:00",10,14,-8.8,-10.9,979,NA,36,32,NA,NA,85
"2011-09-26 00:00:00",80,18,-5.3,-7.5,972.1,NA,38,30,NA,NA,84.7
"2011-09-26 03:00:00",210,7,-16,-17.4,984.3,NA,38,32,4,87,89.1
"2011-09-26 06:00:00",250,5,-18.2,-20.2,988.2,NA,38,32,NA,NA,84.4
"2011-09-26 09:00:00",220,6,-20.2,-22.2,992.4,NA,2,30,NA,NA,84.2
"2011-09-26 12:00:00",150,5,-17.6,-20.4,992.2,NA,-1,-1,NA,NA,78.9
"2011-09-26 15:00:00",30,8,-12.6,-15.2,989.8,NA,70,72,NA,NA,81.1
"2011-09-26 18:00:00",50,18,-6,-8.4,979.5,NA,73,73,NA,NA,83.3
"2011-09-26 21:00:00",30,16,-2.9,-5.1,975.4,NA,74,73,NA,NA,85
"2011-09-27 00:00:00",350,12,0.3,-4.2,974.9,NA,36,73,NA,NA,72.1
"2011-09-27 03:00:00",210,5,-9.3,-11.4,979.8,NA,22,73,4,118,84.9
"2011-09-27 06:00:00",220,6,-10.8,-15.1,983.3,NA,16,72,NA,NA,70.9
"2011-09-27 09:00:00",250,8,-10.5,-13.4,984.4,NA,70,72,NA,NA,79.5
"2011-09-27 12:00:00",240,12,-13.9,-18.2,988.6,NA,75,73,NA,NA,70.2
"2011-09-27 15:00:00",270,10,-15.2,-18.4,992.9,NA,73,73,NA,NA,76.7
"2011-09-27 18:00:00",250,15,-17.9,-21.1,997,NA,2,73,NA,NA,76.2
"2011-09-27 21:00:00",240,14,-18.9,-22.6,1002.5,NA,-1,-1,NA,NA,72.8
"2011-09-28 00:00:00",190,7,-18,-20.4,1006.2,NA,10,22,NA,NA,81.6
"2011-09-28 03:00:00",190,7,-17.3,-20.8,1009.1,NA,-1,-1,4,121,74.4
"2011-09-28 06:00:00",190,7,-17.8,-21.9,1010.3,NA,-1,-1,NA,NA,70.5
"2011-09-28 09:00:00",210,7,-17.5,-22.2,1010,NA,-1,-1,NA,NA,67
"2011-09-28 12:00:00",190,4,-15.4,-19,1008.7,NA,71,22,NA,NA,74.2
"2011-09-28 15:00:00",0,0,-14.4,-16.6,1006.8,NA,71,72,NA,NA,83.6
"2011-09-28 18:00:00",0,0,-13.2,-15.1,1005.8,NA,73,73,NA,NA,85.8
"2011-09-28 21:00:00",350,1,-10.4,-11.2,1005,NA,71,72,NA,NA,93.9
"2011-09-29 00:00:00",90,1,-7.9,-8.4,1003.9,NA,-1,-1,NA,NA,96.2
"2011-09-29 03:00:00",50,2,-6.8,-7.8,1002,NA,71,72,7,124,92.7
"2011-09-29 06:00:00",70,2,-3.7,-4.8,1000,NA,70,72,NA,NA,92.2
"2011-09-29 09:00:00",270,1,-3,-3.8,998.2,NA,73,72,NA,NA,94.3
"2011-09-29 12:00:00",230,10,-4,-5.1,996.5,NA,71,73,NA,NA,92.2
"2011-09-29 15:00:00",230,11,-6.5,-8.6,997.2,NA,22,73,NA,NA,85.2
"2011-09-29 18:00:00",210,7,-10.8,-12.5,998.5,NA,-1,-1,NA,NA,87.5
"2011-09-29 21:00:00",220,7,-11.6,-13.2,999.7,NA,22,72,NA,NA,88.1
"2011-09-30 00:00:00",210,5,-10.9,-12.4,1001.9,NA,45,42,NA,NA,88.8
"2011-09-30 03:00:00",210,5,-9.8,-11.4,1001.9,NA,2,42,7,123,88.2
"2011-09-30 06:00:00",190,6,-10.3,-12.1,1002.2,NA,70,72,NA,NA,86.8
"2011-09-30 09:00:00",210,6,-12.6,-13.9,1003.8,NA,2,70,NA,NA,90.1
"2011-09-30 12:00:00",180,10,-7.1,-14.6,1006.5,NA,36,30,NA,NA,55.5
"2011-09-30 15:00:00",180,6,-6.8,-15.7,1008.5,NA,2,30,NA,NA,49.5
"2011-09-30 18:00:00",190,5,-10.6,-13.3,1009.9,NA,-1,-1,NA,NA,80.8
"2011-09-30 21:00:00",210,4,-11.2,-13.1,1008.6,NA,-1,-1,NA,NA,86
"2011-10-01 00:00:00",210,5,-10,-11.9,1006.7,NA,-1,-1,NA,NA,86.2
"2011-10-01 03:00:00",210,4,-10.6,-12.5,1005.8,NA,-1,-1,7,122,86.1
"2011-10-01 06:00:00",210,3,-11.3,-13.3,1005,NA,-1,-1,NA,NA,85.3
"2011-10-01 09:00:00",210,3,-12.9,-14.8,1004.3,NA,-1,-1,NA,NA,85.8
"2011-10-01 12:00:00",0,2,-12.6,-14.7,1003.4,NA,-1,-1,NA,NA,84.5
"2011-10-01 15:00:00",0,0,-13,-14.8,1002.2,NA,-1,-1,NA,NA,86.5
"2011-10-01 18:00:00",0,0,-13.6,-15.4,1001.9,NA,-1,-1,NA,NA,86.4
"2011-10-01 21:00:00",0,0,-12.4,-12.4,1002,NA,-1,-1,NA,NA,100
"2011-10-02 00:00:00",230,2,-10.1,-11.7,1002.1,NA,-1,-1,NA,NA,88.2
"2011-10-02 03:00:00",220,2,-10.1,-10.9,1002.3,NA,-1,-1,4,121,93.9
"2011-10-02 06:00:00",0,2,-10.4,-13.2,1003.4,NA,-1,-1,NA,NA,80.1
"2011-10-02 09:00:00",200,2,-11.6,-15.3,1004.7,NA,-1,-1,NA,NA,74.3
"2011-10-02 12:00:00",0,0,-12.5,-14.9,1005.3,NA,-1,-1,NA,NA,82.5
"2011-10-02 15:00:00",0,0,-13.1,-15.3,1005.8,NA,-1,-1,NA,NA,83.7
"2011-10-02 18:00:00",0,0,-13.5,-15.5,1006.7,NA,-1,-1,NA,NA,85.1
"2011-10-02 21:00:00",190,2,-13.4,-13.4,1007.2,NA,-1,-1,NA,NA,100
"2011-10-03 00:00:00",210,2,-12.3,-12.6,1007.5,NA,46,11,NA,NA,97.6
"2011-10-03 03:00:00",160,3,-10.2,-10.8,1008,NA,2,41,4,122,95.4
"2011-10-03 06:00:00",180,2,-10.9,-12.7,1008.2,NA,-1,-1,NA,NA,86.7
"2011-10-03 09:00:00",220,2,-12.6,-15,1008.3,NA,-1,-1,NA,NA,82.4
"2011-10-03 12:00:00",180,3,-13.5,-15.4,1008.2,NA,-1,-1,NA,NA,85.8
"2011-10-03 15:00:00",340,1,-14.2,-16.1,1006.9,NA,-1,-1,NA,NA,85.7
"2011-10-03 18:00:00",0,0,-14.1,-16.5,1005.8,NA,-1,-1,NA,NA,82.2
"2011-10-03 21:00:00",0,1,-13.3,-13.3,1005.9,NA,-1,-1,NA,NA,100
"2011-10-04 00:00:00",250,2,-11,-11.7,1005.6,NA,-1,-1,NA,NA,94.6
"2011-10-04 03:00:00",0,0,-9.3,-9.3,1006,NA,-1,-1,NA,NA,100
"2011-10-04 06:00:00",280,1,-9.3,-12.4,1006.4,NA,-1,-1,NA,NA,78.4
"2011-10-04 09:00:00",260,1,-11.2,-14.1,1007.6,NA,-1,-1,NA,NA,79.4
"2011-10-04 12:00:00",260,2,-11.1,-13.4,1009.7,NA,-1,-1,NA,NA,83.3
"2011-10-04 15:00:00",340,1,-5.5,-11,1010.4,NA,-1,-1,NA,NA,65.6
"2011-10-04 18:00:00",50,2,-7.9,-10.7,1011.5,NA,-1,-1,NA,NA,80.5
"2011-10-04 21:00:00",330,1,-5.9,-9.2,1011.4,NA,-1,-1,NA,NA,77.8
"2011-10-05 00:00:00",200,3,-3.9,-10.5,1011.2,NA,-1,-1,NA,NA,60.5
"2011-10-05 03:00:00",340,1,-4.9,-8.1,1012.1,NA,-1,-1,4,121,78.5
"2011-10-05 06:00:00",270,1,-5.6,-9,1012.2,NA,-1,-1,NA,NA,77.2
"2011-10-05 09:00:00",230,1,-7.1,-10.9,1012.7,NA,-1,-1,NA,NA,74.6
"2011-10-05 12:00:00",130,1,-9.6,-12.3,1013.1,NA,-1,-1,NA,NA,80.9
"2011-10-05 15:00:00",290,1,-9.3,-11.5,1013.2,NA,-1,-1,NA,NA,84.2
"2011-10-05 18:00:00",0,0,-8,-11.2,1013.2,NA,-1,-1,NA,NA,78
"2011-10-05 21:00:00",230,1,-8.4,-10,1013.8,NA,-1,-1,NA,NA,88.4
"2011-10-06 00:00:00",30,1,-6.1,-9.2,1013.8,NA,-1,-1,NA,NA,79
"2011-10-06 03:00:00",200,2,-4.6,-6.7,1013,NA,-1,-1,4,121,85.4
"2011-10-06 06:00:00",0,0,-4.7,-6.7,1012.9,NA,-1,-1,NA,NA,86.1
"2011-10-06 09:00:00",130,1,-6,-9.6,1012.8,NA,-1,-1,NA,NA,76
"2011-10-06 12:00:00",180,1,-9.1,-11,1012.3,NA,-1,-1,NA,NA,86.3
"2011-10-06 15:00:00",0,0,-8.7,-10.6,1011.8,NA,-1,-1,NA,NA,86.3
"2011-10-06 18:00:00",0,0,-8.9,-10.5,1011.4,NA,-1,-1,NA,NA,88.3
"2011-10-06 21:00:00",340,2,-8.2,-8.6,1012.1,NA,45,40,NA,NA,97
"2011-10-07 00:00:00",340,1,-8,-8,1012.2,NA,45,42,NA,NA,100
"2011-10-07 03:00:00",350,2,-7.3,-8.1,1012,NA,10,42,4,121,94.1
"2011-10-07 06:00:00",40,4,-7.3,-8.4,1011.4,NA,10,22,NA,NA,92
"2011-10-07 09:00:00",60,5,-6.7,-7.9,1010.7,NA,10,22,NA,NA,91.3
"2011-10-07 12:00:00",50,8,-6.1,-7,1008.9,NA,10,22,NA,NA,93.4
"2011-10-07 15:00:00",100,4,-4.3,-5.4,1006.1,NA,73,72,NA,NA,92.1
"2011-10-07 18:00:00",30,10,-0.5,-2.1,1005,NA,71,72,NA,NA,89.1
"2011-10-07 21:00:00",30,15,1.5,-1.1,1003.3,NA,10,73,NA,NA,83.1
"2011-10-08 00:00:00",20,13,1.4,-0.8,1003,NA,10,22,NA,NA,85.5
"2011-10-08 03:00:00",40,12,0.9,-1.2,1002.9,NA,-1,-1,4,124,86
"2011-10-08 06:00:00",40,14,2.1,-0.2,1001,NA,60,76,NA,NA,84.9
"2011-10-08 09:00:00",40,15,1.5,0.4,1000.2,NA,71,76,NA,NA,92.5
"2011-10-08 12:00:00",40,17,1.8,0.3,997.5,NA,69,76,NA,NA,89.9
"2011-10-08 15:00:00",40,20,1.9,0.3,994.8,NA,69,76,NA,NA,89.3
"2011-10-08 18:00:00",40,19,2.3,0.8,993.2,NA,69,76,NA,NA,90
"2011-10-08 21:00:00",30,24,1.6,0.2,990.5,NA,69,76,NA,NA,90.5
"2011-10-09 00:00:00",30,23,2.6,1.3,991.3,NA,69,76,NA,NA,91.3
"2011-10-09 03:00:00",30,26,2.2,0.9,992,NA,21,76,4,117,91.2
"2011-10-09 06:00:00",30,18,2.7,1,992.3,NA,10,22,NA,NA,88.7
"2011-10-09 09:00:00",20,15,1.5,0.2,994.3,NA,10,22,NA,NA,91.2
"2011-10-09 12:00:00",30,14,0.6,-0.3,992.5,NA,10,22,NA,NA,93.8
