"date","dir","vel","temp","d2m","pressure","precip","present_weather","past_weather","terrain","SnowH","rh"
"2011-01-01 00:00:00",280,5,0.3,-0.2,987.7,NA,1,22,NA,NA,96.5
"2011-01-01 03:00:00",0,0,-0.1,-0.6,988.1,NA,1,22,NA,NA,96.5
"2011-01-01 06:00:00",180,8,-0.9,-1.4,988.7,NA,2,22,NA,NA,96.5
"2011-01-01 09:00:00",0,0,1.2,0.8,990,NA,3,22,NA,NA,97.2
"2011-01-01 12:00:00",NA,NA,0.8,0.3,990.4,NA,NA,NA,NA,NA,96.5
"2011-01-01 15:00:00",0,0,1.7,1.3,990.8,NA,3,22,NA,NA,97.2
"2011-01-01 18:00:00",NA,NA,0.8,0.3,991.1,NA,NA,NA,NA,NA,96.5
"2011-01-01 21:00:00",290,7,1.2,0.7,991.3,NA,2,22,NA,NA,96.5
"2011-01-02 00:00:00",0,0,0.1,-0.3,992.1,NA,51,52,NA,NA,97.2
"2011-01-02 03:00:00",320,16,0.5,0,993.8,NA,68,75,NA,NA,96.5
"2011-01-02 06:00:00",NA,NA,0.9,0.8,994.5,NA,51,76,NA,NA,99.3
"2011-01-02 09:00:00",50,12,1.5,1.4,995.4,NA,2,52,NA,NA,99.3
"2011-01-02 12:00:00",70,19,1.5,1.4,996.5,NA,61,65,NA,NA,99.3
"2011-01-02 15:00:00",70,15,0.7,0.7,999.2,NA,71,76,NA,NA,100
"2011-01-02 18:00:00",90,8,1.1,1,1002.1,NA,2,76,2,191,99.3
"2011-01-02 21:00:00",50,9,1.8,-0.3,1003.4,NA,2,22,NA,NA,86.1
"2011-01-03 00:00:00",90,3,1.2,-3.6,1004.8,NA,22,72,NA,NA,70.7
"2011-01-03 03:00:00",NA,NA,1.3,-3.5,1005.9,NA,NA,NA,NA,NA,70.7
"2011-01-03 06:00:00",140,7,0.8,-3.6,1005.9,NA,3,42,NA,NA,72.7
"2011-01-03 09:00:00",0,0,0.2,-7.4,1005.3,NA,2,22,NA,NA,57.1
"2011-01-03 12:00:00",0,0,3.4,-6.3,1003.9,NA,2,22,NA,NA,49.4
"2011-01-03 15:00:00",0,0,3,-7.2,1001.2,NA,3,22,NA,NA,47.5
"2011-01-03 18:00:00",140,9,1.2,-8.1,997.4,NA,2,72,2,191,50.3
"2011-01-03 21:00:00",330,17,4.6,-4.1,995.2,NA,2,62,NA,NA,53.6
"2011-01-04 00:00:00",340,20,3.5,1.3,994.4,NA,2,62,NA,NA,85.7
"2011-01-04 03:00:00",280,14,2.1,1.8,995.2,NA,1,22,NA,NA,97.9
"2011-01-04 06:00:00",290,5,1.6,1.3,994.5,NA,3,22,NA,NA,97.9
"2011-01-04 12:00:00",300,5,0.9,-2.4,993.6,NA,10,22,NA,NA,78.9
"2011-01-04 15:00:00",0,0,0.8,0.5,992.2,NA,43,42,NA,NA,97.9
"2011-01-04 18:00:00",280,6,1,0.7,990.4,NA,2,42,NA,NA,97.9
"2011-01-04 21:00:00",290,13,1.2,0.9,989.7,NA,2,42,2,184,97.9
"2011-01-05 00:00:00",250,7,0.5,0.3,989.5,NA,46,42,NA,NA,98.6
"2011-01-05 03:00:00",0,0,-0.2,-0.4,989.4,NA,45,42,NA,NA,98.6
"2011-01-05 06:00:00",170,4,-1.5,-1.8,990.6,NA,51,54,NA,NA,97.9
"2011-01-05 09:00:00",100,2,-1.5,-1.7,991.6,NA,56,54,NA,NA,98.6
"2011-01-05 12:00:00",100,5,-3,-3.3,993,NA,45,54,NA,NA,97.8
"2011-01-05 15:00:00",340,8,-2,-2.1,994.5,NA,56,54,NA,NA,99.3
"2011-01-05 18:00:00",340,10,-1.2,-1.2,996,NA,2,52,NA,NA,100
"2011-01-05 21:00:00",340,7,-0.2,-0.2,997.7,NA,2,52,2,181,100
"2011-01-06 00:00:00",340,8,-0.3,-0.4,998.5,NA,2,22,NA,NA,99.3
"2011-01-06 03:00:00",320,8,-0.5,-0.5,998,NA,2,22,NA,NA,100
"2011-01-06 06:00:00",90,7,-1,-1,997.5,NA,2,22,NA,NA,100
"2011-01-06 09:00:00",70,9,-1,-1,995.7,NA,2,22,NA,NA,100
"2011-01-06 12:00:00",230,7,-1.2,-1.3,994.2,NA,1,22,NA,NA,99.3
"2011-01-06 18:00:00",150,7,-0.6,-0.7,991.6,NA,2,22,NA,NA,99.3
"2011-01-07 00:00:00",150,8,0.5,0.4,991.6,NA,1,22,NA,NA,99.3
"2011-01-07 03:00:00",0,0,0.2,0.2,992.2,NA,3,22,2,180,100
"2011-01-07 06:00:00",190,7,0.7,0.7,993.7,NA,2,22,NA,NA,100
"2011-01-07 12:00:00",190,6,0.6,0.5,995,NA,2,22,NA,NA,99.3
"2011-01-07 15:00:00",230,7,0.5,0.4,996.8,NA,71,72,NA,NA,99.3
"2011-01-07 18:00:00",220,5,0.4,0.4,998.4,NA,71,72,NA,NA,100
"2011-01-07 21:00:00",210,11,0,0,1000.2,NA,2,72,NA,NA,100
"2011-01-08 00:00:00",0,0,0.4,0.4,1001.1,NA,1,72,NA,NA,100
"2011-01-08 06:00:00",0,0,3.9,-0.3,1001.4,NA,2,22,NA,NA,74.4
"2011-01-08 09:00:00",0,0,3.2,1.6,1001.3,NA,2,22,2,177,89.4
"2011-01-08 12:00:00",NA,NA,3.9,2.1,1001.2,NA,NA,NA,NA,NA,88.2
"2011-01-08 15:00:00",0,0,-0.1,-0.1,1000.2,NA,2,72,NA,NA,100
"2011-01-08 18:00:00",40,8,-0.2,-0.2,999.2,NA,27,72,NA,NA,100
"2011-01-08 21:00:00",0,0,-0.4,-0.5,998.1,NA,NA,NA,NA,NA,99.3
"2011-01-09 00:00:00",0,0,-0.3,-0.3,997.2,NA,2,22,NA,NA,100
"2011-01-09 03:00:00",0,0,0.1,0.1,996,NA,71,72,NA,NA,100
"2011-01-09 06:00:00",260,10,0,-0.1,994.5,NA,71,77,NA,NA,99.3
"2011-01-09 09:00:00",280,6,0.1,0,993.5,NA,71,77,2,179,99.3
"2011-01-09 12:00:00",0,0,-0.5,-0.6,992.7,NA,22,72,NA,NA,99.3
"2011-01-09 15:00:00",0,0,-0.6,-0.7,991.6,NA,2,72,NA,NA,99.3
"2011-01-09 18:00:00",0,0,-0.7,-0.8,990.6,NA,70,72,NA,NA,99.3
"2011-01-09 21:00:00",0,0,-1.5,-1.6,989.7,NA,70,72,NA,NA,99.3
"2011-01-10 00:00:00",0,0,-1.6,-1.6,988.9,NA,71,77,NA,NA,100
"2011-01-10 06:00:00",180,8,-1.3,-1.4,988.7,NA,1,72,NA,NA,99.3
"2011-01-10 09:00:00",0,0,0.1,0,988.1,NA,3,22,NA,NA,99.3
"2011-01-10 12:00:00",0,0,-0.3,-0.3,988.4,NA,2,82,2,182,100
"2011-01-10 15:00:00",210,9,0.5,0.5,988.7,NA,2,22,NA,NA,100
"2011-01-10 18:00:00",0,0,-0.1,-0.1,988.4,NA,2,22,NA,NA,100
"2011-01-10 21:00:00",0,0,-0.5,-0.6,987.8,NA,2,22,NA,NA,99.3
"2011-01-11 00:00:00",0,0,-2.1,-2.2,987.1,NA,2,22,NA,NA,99.3
"2011-01-11 03:00:00",0,0,-1.3,-3.6,986.5,NA,1,22,NA,NA,84.6
"2011-01-11 06:00:00",0,0,-1,-2.2,986.2,NA,1,11,NA,NA,91.7
"2011-01-11 09:00:00",0,0,2.3,0.9,984.8,NA,2,0,NA,NA,90.6
"2011-01-11 12:00:00",0,0,2.7,-4.6,984.5,NA,3,0,NA,NA,59
"2011-01-11 15:00:00",130,5,1.9,-4,984.8,NA,1,0,NA,NA,65.3
"2011-01-11 18:00:00",150,3,1.7,-5.8,985.3,NA,3,0,NA,NA,57.9
"2011-01-11 21:00:00",170,10,-1.5,-7.2,985.5,NA,2,0,NA,NA,65.5
"2011-01-12 00:00:00",170,12,-3.1,-6.8,985.9,NA,2,0,NA,NA,75.9
"2011-01-12 03:00:00",160,10,-2.2,-7.5,986.6,NA,1,0,NA,NA,67.4
"2011-01-12 06:00:00",160,7,-1.8,-6.8,986.6,NA,1,0,NA,NA,69
"2011-01-12 09:00:00",NA,NA,-0.2,-5,986.6,NA,NA,NA,NA,NA,70.4
"2011-01-12 12:00:00",220,2,1.3,-6,986.8,NA,2,0,2,174,58.7
"2011-01-12 15:00:00",150,5,0.5,-4,987.1,NA,2,0,NA,NA,72.1
"2011-01-12 18:00:00",0,0,0.6,-4.7,986.5,NA,2,0,NA,NA,68
"2011-01-12 21:00:00",0,0,-1.9,-4.2,985.8,NA,1,0,NA,NA,84.5
"2011-01-13 00:00:00",150,4,-2.6,-5,985.3,NA,2,0,NA,NA,83.8
"2011-01-13 03:00:00",0,0,-0.1,-4.2,985.7,NA,3,11,NA,NA,74.2
"2011-01-13 06:00:00",0,0,-0.6,-3.8,985,NA,3,11,NA,NA,79.2
"2011-01-13 09:00:00",0,0,0.2,-3.8,984.7,NA,3,22,NA,NA,74.8
"2011-01-13 12:00:00",0,0,0.8,-5.6,984.7,NA,2,22,2,171,62.6
"2011-01-13 15:00:00",170,8,-0.1,-1.9,984.7,NA,70,72,NA,NA,87.8
"2011-01-13 18:00:00",220,3,0,-0.6,985.5,NA,70,72,NA,NA,95.8
"2011-01-13 21:00:00",NA,NA,0.1,0,986.4,NA,NA,NA,NA,NA,99.3
"2011-01-14 00:00:00",0,0,-0.1,-0.2,986.6,NA,2,72,NA,NA,99.3
"2011-01-14 03:00:00",60,7,1.8,1.6,987.9,NA,1,22,NA,NA,98.6
"2011-01-14 06:00:00",0,0,1,0.9,989.2,NA,2,22,NA,NA,99.3
"2011-01-14 12:00:00",230,6,2.4,2,991.2,NA,3,22,NA,NA,97.2
"2011-01-14 15:00:00",110,7,1.2,1.1,993,NA,2,22,2,171,99.3
"2011-01-14 18:00:00",160,6,2.8,2.3,993.6,NA,1,22,NA,NA,96.6
"2011-01-14 21:00:00",NA,NA,1,0.9,994.3,NA,NA,NA,NA,NA,99.3
"2011-01-15 03:00:00",0,0,0.7,0.7,994.9,NA,1,22,NA,NA,100
"2011-01-15 09:00:00",0,0,0.4,0.4,994.7,NA,2,22,NA,NA,100
"2011-01-15 12:00:00",210,4,1,1,994.2,NA,1,22,NA,NA,100
"2011-01-15 15:00:00",0,0,3.6,2.7,993.9,NA,1,22,NA,NA,93.9
"2011-01-15 18:00:00",310,3,5.8,3.4,993.9,NA,3,22,2,171,84.7
"2011-01-15 21:00:00",0,0,3.8,2.3,993.8,NA,1,11,NA,NA,90.1
"2011-01-16 00:00:00",0,0,2.1,1.8,993.4,NA,2,11,NA,NA,97.9
"2011-01-16 03:00:00",0,0,1,0.3,993.8,NA,2,11,NA,NA,95.1
"2011-01-16 06:00:00",0,0,-0.1,-0.5,994.4,NA,1,11,NA,NA,97.2
"2011-01-16 09:00:00",70,6,1.6,-1.3,994.7,NA,3,11,NA,NA,81.3
"2011-01-16 12:00:00",90,5,1.7,-1.8,995.3,NA,1,11,NA,NA,77.8
"2011-01-16 15:00:00",280,6,4.8,1.8,996.6,NA,3,11,NA,NA,81.1
"2011-01-16 18:00:00",180,5,3.4,-0.3,997.6,NA,2,11,2,170,77
"2011-01-16 21:00:00",240,4,5.5,-1.6,998.7,NA,3,11,NA,NA,60.6
"2011-01-17 03:00:00",NA,NA,4.8,-3.6,999.6,NA,NA,NA,NA,NA,54.9
"2011-01-17 06:00:00",310,7,2.4,0,1001.2,NA,2,22,NA,NA,84.4
"2011-01-17 09:00:00",0,0,1.5,-1.9,1002,NA,2,22,NA,NA,78.4
"2011-01-17 12:00:00",0,0,1.3,-0.6,1003.1,NA,2,22,NA,NA,87.3
"2011-01-17 15:00:00",0,0,2,-0.6,1003.9,NA,2,22,NA,NA,83.1
"2011-01-17 18:00:00",0,0,3.6,0.4,1004.9,NA,2,22,NA,NA,79.8
"2011-01-17 21:00:00",0,0,4.3,-1.9,1005.5,NA,1,22,2,165,64.4
"2011-01-18 00:00:00",0,0,2.8,-2.2,1006.2,NA,2,22,NA,NA,70
"2011-01-18 03:00:00",0,0,3.5,-1.5,1006.8,NA,2,22,NA,NA,70.1
"2011-01-18 06:00:00",0,0,2,-0.4,1007.3,NA,3,22,NA,NA,84.3
"2011-01-18 09:00:00",0,0,1.6,-0.1,1007.4,NA,2,22,NA,NA,88.6
"2011-01-18 12:00:00",0,0,1.7,1.6,1007.7,NA,3,22,NA,NA,99.3
"2011-01-18 15:00:00",0,0,1.3,1.3,1007.6,NA,2,22,NA,NA,100
"2011-01-18 18:00:00",0,0,3.4,2.4,1007.4,NA,1,22,NA,NA,93.3
"2011-01-18 21:00:00",0,0,3.8,1.3,1006.6,NA,2,22,NA,NA,83.9
"2011-01-19 00:00:00",160,7,1.6,0.9,1005.5,NA,2,22,2,163,95.2
"2011-01-19 03:00:00",200,7,0.8,0.8,1004.1,NA,1,22,NA,NA,100
"2011-01-19 06:00:00",0,0,0.9,0.5,1003.6,NA,3,22,NA,NA,97.2
"2011-01-19 09:00:00",0,0,0.6,0,1002.4,NA,3,22,NA,NA,95.8
"2011-01-19 12:00:00",0,0,0.5,-0.5,1000.9,NA,1,22,NA,NA,93.1
"2011-01-19 15:00:00",0,0,0.8,-0.5,999.8,NA,1,22,NA,NA,91.1
"2011-01-19 18:00:00",0,0,1.5,-0.3,999.4,NA,3,22,NA,NA,88
"2011-01-19 21:00:00",0,0,2.4,-0.2,999.3,NA,3,22,2,160,83.2
"2011-01-20 00:00:00",0,0,2,-0.9,998.9,NA,1,22,NA,NA,81.3
"2011-01-20 03:00:00",0,0,0.9,-0.2,998.5,NA,1,11,NA,NA,92.5
"2011-01-20 06:00:00",0,0,-0.6,-1.3,998.1,NA,1,0,NA,NA,95.1
"2011-01-20 09:00:00",0,0,-1.8,-2,998,NA,1,0,NA,NA,98.6
"2011-01-20 12:00:00",0,0,0.1,-2.1,997.9,NA,2,0,NA,NA,85.3
"2011-01-20 15:00:00",0,0,1,-2,997.9,NA,2,0,NA,NA,80.6
"2011-01-20 18:00:00",0,0,4.4,0.4,998,NA,2,0,NA,NA,75.5
"2011-01-20 21:00:00",150,6,1.7,-1.7,998.1,NA,2,0,2,160,78.4
"2011-01-21 00:00:00",0,0,1.9,-3.4,998.3,NA,2,0,NA,NA,68.3
"2011-01-21 03:00:00",0,0,1.9,-0.8,998.1,NA,2,0,NA,NA,82.5
"2011-01-21 06:00:00",0,0,-0.5,-2,997.9,NA,2,0,NA,NA,89.7
"2011-01-21 09:00:00",40,3,-0.6,-1.9,997.3,NA,2,0,NA,NA,91
"2011-01-21 12:00:00",0,0,-0.3,-3,997.1,NA,2,0,NA,NA,82.2
"2011-01-21 15:00:00",0,0,0.1,-2.9,997,NA,3,0,NA,NA,80.5
"2011-01-21 18:00:00",0,0,4.3,-1.8,996.3,NA,2,0,NA,NA,64.9
"2011-01-21 21:00:00",0,0,4,-1,995.8,NA,2,0,2,157,70.2
"2011-01-22 00:00:00",60,2,3.6,-0.8,995.5,NA,2,0,NA,NA,73.2
"2011-01-22 03:00:00",0,0,2.9,-0.8,995,NA,2,0,NA,NA,76.9
"2011-01-22 06:00:00",0,0,0.3,-1.2,994.7,NA,2,0,NA,NA,89.8
"2011-01-22 09:00:00",0,0,-0.2,-2,994.9,NA,2,0,NA,NA,87.8
"2011-01-22 12:00:00",90,8,0.3,-2.9,995.7,NA,2,0,NA,NA,79.3
"2011-01-22 15:00:00",90,11,1.2,-2.9,995.6,NA,3,11,NA,NA,74.4
"2011-01-22 18:00:00",110,7,2.3,-3.5,995.8,NA,3,22,NA,NA,65.9
"2011-01-22 21:00:00",150,6,2.7,-2.8,995.5,NA,2,22,2,155,67.4
"2011-01-23 00:00:00",140,7,1.6,-1.5,994.9,NA,2,22,NA,NA,80.1
"2011-01-23 03:00:00",0,0,1.4,-1.9,994,NA,2,22,NA,NA,78.9
"2011-01-23 06:00:00",40,6,1,-1.2,993.6,NA,2,22,NA,NA,85.4
"2011-01-23 09:00:00",90,5,0.3,-1.7,992.1,NA,2,22,NA,NA,86.6
"2011-01-23 12:00:00",0,0,-0.4,-3,989.7,NA,1,22,NA,NA,82.8
"2011-01-23 15:00:00",0,0,2.6,-1.4,987.8,NA,3,22,NA,NA,75.2
"2011-01-23 21:00:00",180,4,1.5,-2,984.4,NA,2,22,NA,NA,77.8
"2011-01-24 00:00:00",270,6,2.7,-1.7,981.9,NA,3,22,2,153,73.1
"2011-01-24 03:00:00",0,0,2.9,-1.5,980.5,NA,2,22,NA,NA,73.1
"2011-01-24 06:00:00",60,14,1,-1.5,980.3,NA,2,22,NA,NA,83.6
"2011-01-24 09:00:00",230,6,1.6,-0.7,979.8,NA,2,22,NA,NA,84.9
"2011-01-24 12:00:00",270,2,1.8,-0.7,979,NA,1,22,NA,NA,83.7
"2011-01-24 15:00:00",260,5,0.8,-0.2,980.3,NA,71,72,NA,NA,93.1
"2011-01-24 18:00:00",0,0,0.7,0.7,980.9,NA,71,72,NA,NA,100
"2011-01-24 21:00:00",150,7,1,1,981.7,NA,2,72,NA,NA,100
"2011-01-25 00:00:00",NA,NA,1.4,1,982.7,NA,NA,NA,NA,NA,97.2
"2011-01-25 03:00:00",30,11,2.9,1.1,983.2,NA,2,22,2,150,88.1
"2011-01-25 06:00:00",0,0,2.5,1.1,983.7,NA,2,22,NA,NA,90.6
"2011-01-25 09:00:00",40,6,3.1,-0.8,983.2,NA,2,22,NA,NA,75.8
"2011-01-25 12:00:00",170,7,2.4,0.6,981,NA,3,22,NA,NA,88.1
"2011-01-25 15:00:00",0,0,1.3,1.3,982.9,NA,51,52,NA,NA,100
"2011-01-25 18:00:00",190,3,1.5,1.5,982.1,NA,1,52,NA,NA,100
"2011-01-25 21:00:00",0,0,3.6,1.8,981.5,NA,2,22,NA,NA,88.2
"2011-01-26 00:00:00",0,0,5.9,4.2,980.9,NA,1,22,2,148,89
"2011-01-26 03:00:00",0,0,5.8,3.5,980.9,NA,1,22,NA,NA,85.3
"2011-01-26 06:00:00",30,5,3.7,3,981.4,NA,2,22,NA,NA,95.2
"2011-01-26 09:00:00",0,0,1.8,1.7,982,NA,1,11,NA,NA,99.3
"2011-01-26 12:00:00",0,0,1.4,1.4,982.4,NA,3,11,NA,NA,100
"2011-01-26 15:00:00",0,0,1.1,1.1,984,NA,3,22,NA,NA,100
"2011-01-26 18:00:00",0,0,3.3,1.9,985,NA,2,22,NA,NA,90.7
"2011-01-26 21:00:00",NA,NA,5.9,2.7,986.2,NA,NA,NA,NA,NA,80.2
"2011-01-27 00:00:00",280,4,6,2.7,987.4,NA,2,22,2,145,79.6
"2011-01-27 03:00:00",0,0,6.4,3.3,988.4,NA,2,22,NA,NA,80.8
"2011-01-27 06:00:00",250,8,3,1.8,989.3,NA,2,22,NA,NA,91.9
"2011-01-27 09:00:00",230,11,2.4,1.8,990.7,NA,2,22,NA,NA,95.9
"2011-01-27 12:00:00",230,10,1.3,0.4,991.7,NA,2,22,NA,NA,93.8
"2011-01-27 15:00:00",230,15,1.3,0.1,993.4,NA,3,22,NA,NA,91.8
"2011-01-27 18:00:00",220,16,1.1,-0.5,994.7,NA,2,22,NA,NA,89.2
"2011-01-27 21:00:00",230,18,1.2,-1,996.1,NA,2,22,NA,NA,85.5
"2011-01-28 00:00:00",230,14,0.8,-2.2,997.8,NA,2,22,2,144,80.6
"2011-01-28 03:00:00",230,14,0.5,-1.4,998.9,NA,2,22,NA,NA,87.3
"2011-01-28 06:00:00",230,12,0.3,-2,999.4,NA,71,72,NA,NA,84.7
"2011-01-28 09:00:00",130,7,-0.8,-1.8,999.7,NA,2,72,NA,NA,93
"2011-01-28 12:00:00",230,8,-0.1,-2.4,999.8,NA,2,72,NA,NA,84.7
"2011-01-28 15:00:00",220,10,-0.6,-2.4,1000.2,NA,1,82,NA,NA,87.8
"2011-01-28 18:00:00",130,9,-1.2,-2,1000,NA,2,82,NA,NA,94.4
"2011-01-28 21:00:00",0,0,0.4,-2.7,1000.3,NA,2,22,NA,NA,79.9
"2011-01-29 00:00:00",200,5,1.8,-2.9,1000.5,NA,2,22,2,143,71.3
"2011-01-29 06:00:00",10,4,1.3,-2,1000.8,NA,3,22,NA,NA,78.9
"2011-01-29 09:00:00",20,11,0.4,-1.5,999.6,NA,1,22,NA,NA,87.2
"2011-01-29 12:00:00",120,9,-0.2,-1.7,997.9,NA,71,72,NA,NA,89.8
"2011-01-29 15:00:00",110,5,-0.8,-0.8,994.8,NA,2,72,NA,NA,100
"2011-01-29 18:00:00",20,24,2.9,0.6,993.7,NA,2,22,NA,NA,85
"2011-01-29 21:00:00",10,22,2.4,1.3,993.4,NA,2,22,NA,NA,92.5
"2011-01-30 00:00:00",350,13,3.3,1.8,992.6,NA,2,22,NA,NA,90
"2011-01-30 03:00:00",20,20,2.3,2.3,991.9,NA,61,62,2,142,100
"2011-01-30 06:00:00",10,17,3.1,2.5,991.8,NA,61,66,NA,NA,95.9
"2011-01-30 09:00:00",350,12,2.8,2.6,990.3,NA,60,62,NA,NA,98.6
"2011-01-30 12:00:00",20,18,3.3,2.9,988.5,NA,2,62,NA,NA,97.3
"2011-01-30 15:00:00",10,12,4.1,2.2,986.1,NA,2,62,NA,NA,87.6
"2011-01-30 18:00:00",30,16,4.4,2.4,982.4,NA,2,22,NA,NA,87
"2011-01-30 21:00:00",60,25,5.6,1.8,980,NA,61,62,NA,NA,76.8
"2011-01-31 00:00:00",10,14,4.3,2.1,979.6,NA,1,62,NA,NA,85.8
"2011-01-31 03:00:00",10,12,3.8,2.1,980.6,NA,2,62,2,135,88.8
"2011-01-31 06:00:00",10,8,4.7,2.5,980.5,NA,2,22,NA,NA,85.8
"2011-01-31 09:00:00",20,7,3.6,3.1,980.5,NA,3,22,NA,NA,96.6
"2011-01-31 12:00:00",30,10,3.4,2.8,980.3,NA,61,62,NA,NA,95.9
"2011-01-31 15:00:00",10,10,3.7,3,980,NA,60,62,NA,NA,95.2
"2011-01-31 18:00:00",20,9,3.7,2.9,979.7,NA,2,62,NA,NA,94.6
"2011-01-31 21:00:00",60,6,4.7,3.2,978.4,NA,2,62,NA,NA,90.1
"2011-02-01 00:00:00",40,12,6.5,2.9,977.4,NA,2,22,NA,NA,78
"2011-02-01 03:00:00",40,21,6.2,2.7,977.5,NA,3,62,2,129,78.5
"2011-02-01 06:00:00",340,9,5.2,2.6,977.7,NA,2,22,NA,NA,83.5
"2011-02-01 09:00:00",0,0,3.3,2.5,978.7,NA,61,62,NA,NA,94.6
"2011-02-01 12:00:00",0,0,2.7,2.7,978.7,NA,60,62,NA,NA,100
"2011-02-01 15:00:00",120,9,1.6,1.6,978.9,NA,60,62,NA,NA,100
"2011-02-01 18:00:00",NA,NA,1.4,1.4,979.6,NA,NA,NA,NA,NA,100
"2011-02-01 21:00:00",NA,NA,1.3,1.3,980.6,NA,NA,NA,NA,NA,100
"2011-02-02 00:00:00",0,0,1.3,1.3,981.3,NA,2,76,NA,NA,100
"2011-02-02 03:00:00",20,9,2,1.8,982.3,NA,2,76,2,123,98.6
"2011-02-02 06:00:00",350,15,1.1,0.6,983.9,NA,51,76,NA,NA,96.5
"2011-02-02 09:00:00",280,11,0.2,0,986,NA,73,76,NA,NA,98.6
"2011-02-02 12:00:00",260,10,0,-0.4,987.8,NA,50,76,NA,NA,97.2
"2011-02-02 15:00:00",NA,NA,-0.4,-0.7,988.5,NA,NA,NA,NA,NA,97.9
"2011-02-02 18:00:00",0,0,-0.6,-1.1,988.9,NA,2,22,NA,NA,96.5
"2011-02-02 21:00:00",0,0,-0.2,-0.4,988.7,NA,2,22,NA,NA,98.6
"2011-02-03 00:00:00",20,4,0.7,-0.9,987.9,NA,1,22,NA,NA,89.2
"2011-02-03 03:00:00",320,3,1.4,-1.1,986.8,NA,2,22,2,128,83.6
"2011-02-03 06:00:00",150,8,0.7,-1.2,984.9,NA,2,22,NA,NA,87.3
"2011-02-03 09:00:00",0,0,0.5,-0.8,982.6,NA,2,22,NA,NA,91.1
"2011-02-03 12:00:00",150,4,0.5,-0.5,980,NA,3,22,NA,NA,93.1
"2011-02-03 15:00:00",260,3,0.9,-0.2,978.3,NA,71,72,NA,NA,92.5
"2011-02-03 18:00:00",10,3,0.6,0.6,979.9,NA,71,77,NA,NA,100
"2011-02-03 21:00:00",20,14,1.3,1.3,981.6,NA,1,72,NA,NA,100
"2011-02-04 00:00:00",320,5,5.5,1.4,982.9,NA,1,22,2,124,75.2
"2011-02-04 03:00:00",150,4,3.3,1.3,982.6,NA,1,11,NA,NA,86.9
"2011-02-04 06:00:00",NA,NA,2.3,1.5,981.3,NA,NA,NA,NA,NA,94.5
"2011-02-04 09:00:00",180,4,1.5,1.1,979.7,NA,3,22,NA,NA,97.2
"2011-02-04 12:00:00",0,0,2,0.3,979,NA,3,22,NA,NA,88.7
"2011-02-04 15:00:00",280,9,2,2,979.2,NA,1,22,NA,NA,100
"2011-02-04 18:00:00",350,8,2.1,1.4,980,NA,2,22,NA,NA,95.2
"2011-02-04 21:00:00",150,5,2.9,0.1,980,NA,1,22,NA,NA,82
"2011-02-05 00:00:00",210,5,3.4,1.4,980.5,NA,2,22,2,119,86.9
"2011-02-05 03:00:00",180,6,3.2,0.5,981.1,NA,2,22,NA,NA,82.7
"2011-02-05 06:00:00",240,8,3.6,1.8,982.4,NA,1,11,NA,NA,88.2
"2011-02-05 09:00:00",60,5,1.5,1.3,983.3,NA,3,0,NA,NA,98.6
"2011-02-05 12:00:00",0,0,1.5,1.4,984.4,NA,3,11,NA,NA,99.3
"2011-02-05 15:00:00",10,12,1.4,1.3,985.1,NA,2,22,NA,NA,99.3
"2011-02-05 18:00:00",280,10,2.4,0.7,986.1,NA,3,22,NA,NA,88.7
"2011-02-05 21:00:00",280,6,2.8,2.1,986.9,NA,2,22,NA,NA,95.2
"2011-02-06 00:00:00",280,5,3.6,1.3,988.2,NA,2,22,2,116,85.1
"2011-02-06 06:00:00",240,13,1.2,-1.6,989.2,NA,2,22,NA,NA,81.8
"2011-02-06 09:00:00",0,0,0.4,-2.5,989.9,NA,1,11,NA,NA,81.1
"2011-02-06 12:00:00",230,10,0.4,-1.8,990.2,NA,3,11,NA,NA,85.4
"2011-02-06 15:00:00",230,9,-0.3,-3.6,990.1,NA,2,11,NA,NA,78.7
"2011-02-06 18:00:00",250,4,0.1,-2.8,990.1,NA,2,22,NA,NA,81.1
"2011-02-06 21:00:00",20,8,1.5,-2.6,987,NA,3,11,NA,NA,74.5
"2011-02-07 00:00:00",350,10,0.9,-2.9,985.8,NA,2,22,NA,NA,76
"2011-02-07 03:00:00",130,10,0.7,-3.1,983.6,NA,2,22,NA,NA,76
"2011-02-07 06:00:00",NA,NA,0.3,-3.1,981.7,NA,2,22,NA,NA,78.2
"2011-02-07 09:00:00",0,0,0.7,-3.2,979.5,NA,2,22,NA,NA,75.4
"2011-02-07 12:00:00",0,0,-0.1,-2.1,977.9,NA,3,22,NA,NA,86.6
"2011-02-07 15:00:00",NA,NA,0.3,-2,977.2,NA,NA,NA,NA,NA,84.7
"2011-02-07 18:00:00",0,0,1.9,-2,976.6,NA,2,22,NA,NA,75.6
"2011-02-07 21:00:00",340,6,2.3,0.4,976.9,NA,2,22,NA,NA,87.4
"2011-02-08 00:00:00",0,0,1.2,1.2,978.7,NA,71,72,NA,NA,100
"2011-02-08 03:00:00",0,0,1.3,1.3,979.6,NA,2,72,NA,NA,100
"2011-02-08 06:00:00",0,0,1,0.9,980.7,NA,71,72,NA,NA,99.3
"2011-02-08 12:00:00",NA,NA,0.7,0.7,981.4,NA,NA,NA,NA,NA,100
"2011-02-08 15:00:00",150,5,-0.1,-0.1,981.8,NA,2,72,NA,NA,100
"2011-02-08 18:00:00",150,9,-0.1,-0.1,981.5,NA,71,72,NA,NA,100
